num,200000,565.555310249,562.549116874,0.00531547192822
num,800000,2252.2578001,2247.44817679,0.00213546748833
num,700000,1968.17369461,1966.63166681,0.000783481563738
num,300000,845.906710625,843.36562686,0.00300397636414
num,500000,1404.144907,1404.99864683,-0.000608014050952
num,100000,281.732606888,281.732606887,3.51613635152e-12
num,1000000,2809.08119678,2809.08119677,5.14291598508e-12
num,400000,1125.35541058,1124.18213685,0.00104258061271
num,900000,2530.09028435,2528.26468678,0.000721554318533
num,600000,1686.8035078,1685.81515682,0.000585931304918
