f 5 info 3 s 85 GPS 0 2534.532
f 5 info 3 s 70 GPS 0 2315.43312
f 5 info 3 s 55 GPS 0 1977.75684
f 5 info 3 s 40 GPS 0 1831.0788
f 5 info 3 s 25 GPS 0 1708.4796
f 5 info 2 s 10 GPS 0 1700.80104
f 5 info 2 s 85 GPS 0 2294.830755
f 5 info 2 s 70 GPS 0 2237.09016
f 5 info 2 s 55 GPS 0 2024.102115
f 5 info 2 s 40 GPS 0 1816.061445
f 5 info 1 s 25 GPS 0 1784.807441
f 5 info 1 s 85 GPS 0 2096.480874
f 5 info 1 s 70 GPS 0 2038.153832
f 5 info 1 s 55 GPS 0 1876.555065
f 5 info 3 s 40 GPS 0 1768.615767
f 8 info 3 s 85 GPS 0 2421.420369
f 8 info 3 s 70 GPS 0 2270.19828
f 8 info 3 s 55 GPS 0 1953.852755
f 8 info 3 s 40 GPS 0 1705.596327
f 8 info 3 s 25 GPS 0 1651.989362
f 8 info 2 s 10 GPS 0 1628.854901
f 8 info 2 s 85 GPS 0 2164.408402
f 8 info 2 s 70 GPS 0 2081.430867
f 8 info 2 s 55 GPS 0 1973.383546
f 8 info 2 s 40 GPS 0 1785.073788
f 8 info 1 s 25 GPS 0 1763.884571
f 8 info 1 s 85 GPS 0 2207.877876
f 8 info 1 s 70 GPS 0 2087.320735
f 8 info 1 s 55 GPS 0 1868.070272
f 8 info 3 s 40 GPS 0 1749.031173
f 10 info 3 s 85 GPS 0 2417.974615
f 10 info 3 s 70 GPS 0 2266.646229
f 10 info 3 s 55 GPS 0 2000.47465
f 10 info 3 s 40 GPS 0 1749.946164
f 10 info 3 s 25 GPS 0 1729.577089
f 10 info 2 s 10 GPS 0 1648.201827
f 10 info 2 s 85 GPS 0 2162.38461
f 10 info 2 s 70 GPS 0 2023.932119
f 10 info 2 s 55 GPS 0 1891.451491
f 10 info 2 s 40 GPS 0 1726.068488
f 10 info 1 s 25 GPS 0 1753.711822
f 10 info 1 s 85 GPS 0 2110.819118
f 10 info 1 s 70 GPS 0 2045.863648
f 10 info 1 s 55 GPS 0 1886.269231
f 10 info 3 s 40 GPS 0 1799.764569
f 5 info 3 s 85 GPS 1 2153.469904
f 5 info 3 s 70 GPS 1 1941.659552
f 5 info 3 s 55 GPS 1 1701.824341
f 5 info 3 s 40 GPS 1 1559.548635
f 5 info 3 s 25 GPS 1 1466.106026
f 5 info 2 s 10 GPS 1 1445.137529
f 5 info 2 s 85 GPS 1 2014.774263
f 5 info 2 s 70 GPS 1 1857.161202
f 5 info 2 s 55 GPS 1 1757.920024
f 5 info 2 s 40 GPS 1 1598.217475
f 5 info 1 s 25 GPS 1 1535.258806
f 5 info 1 s 85 GPS 1 1991.126458
f 5 info 1 s 70 GPS 1 1811.001239
f 5 info 1 s 55 GPS 1 1776.001289
f 5 info 3 s 40 GPS 1 1569.544016
f 8 info 3 s 85 GPS 1 2133.375328
f 8 info 3 s 70 GPS 1 2004.374089
f 8 info 3 s 55 GPS 1 1677.704903
f 8 info 3 s 40 GPS 1 1497.868252
f 8 info 3 s 25 GPS 1 1412.658818
f 8 info 2 s 10 GPS 1 1396.947206
f 8 info 2 s 85 GPS 1 1966.805367
f 8 info 2 s 70 GPS 1 1763.171067
f 8 info 2 s 55 GPS 1 1656.069071
f 8 info 2 s 40 GPS 1 1481.477897
f 8 info 1 s 25 GPS 1 1407.091077
f 8 info 1 s 85 GPS 1 1854.611961
f 8 info 1 s 70 GPS 1 1803.912399
f 8 info 1 s 55 GPS 1 1577.387412
f 8 info 3 s 40 GPS 1 1476.135774
f 10 info 3 s 85 GPS 1 2080.701222
f 10 info 3 s 70 GPS 1 1831.904391
f 10 info 3 s 55 GPS 1 1689.045247
f 10 info 3 s 40 GPS 1 1563.411729
f 10 info 3 s 25 GPS 1 1422.310591
f 10 info 2 s 10 GPS 1 1343.831915
f 10 info 2 s 85 GPS 1 1946.691736
f 10 info 2 s 70 GPS 1 1812.278403
f 10 info 2 s 55 GPS 1 1636.403111
f 10 info 2 s 40 GPS 1 1487.220611
f 10 info 1 s 25 GPS 1 1536.506936
f 10 info 1 s 85 GPS 1 1817.63148
f 10 info 1 s 70 GPS 1 1783.131423
f 10 info 1 s 55 GPS 1 1576.784513
f 10 info 4 s 40 GPS 1 1486.175101
