batch-1-learning-56-regular-3,9671.0,0.9885,0.743,0.5736,12510.0,1.487,37.15,1.297,0.2906,115.1,0.009196,0.9983,0.205,1.643e-05,2.597,64.89,0.4254,2107.0,0.05566,0.912181554295
batch-1-learning-56-regular-3,15550.0,0.9847,1.113,0.9239,18700.0,2.225,55.62,1.203,0.1513,150.9,0.008058,0.9998,0.03942,2.1501e-06,2.409,60.21,0.2992,2102.0,0.018996,1.05388186428
batch-1-learning-56-regular-3,13750.0,0.9873,1.236,0.8172,20820.0,2.473,61.82,1.513,0.7708,35.72,0.00172,0.9992,0.029401,1.4157e-06,3.027,75.65,0.2957,2103.0,0.014638,0.920819025428
batch-1-learning-56-regular-2,8353.0,1.0112,0.7284,0.4972,12249.0,1.457,36.42,1.464,0.2451,124.1,0.010162,0.9998,0.029126,2.5801e-06,2.928,73.19,0.2943,2100.0,0.010011,3.67855607985
batch-1-learning-56-regular-2,13500.0,1.0095,0.9972,0.8016,16770.0,1.993,49.83,1.245,0.701,53.94,0.003213,0.999,0.04652,2.753e-06,2.49,62.22,0.3066,2103.0,0.02351,1.85307965129
batch-1-learning-56-regular-2,8219.0,1.0074,0.7068,0.4851,11960.0,1.412,35.35,1.457,0.2202,127.0,0.01063,0.9998,0.027915,2.321e-06,2.916,72.88,0.2955,2117.0,0.012803,1.10289049741
batch-1-learning-56-regular-2,13400.0,1.049,1.373,0.798,23050.0,2.745,68.56,1.719,0.06515,97.6,0.004235,0.9995,0.07025,3.067e-06,3.439,85.96,0.3312,2100.0,0.03537,1.38279489605
batch-1-learning-56-regular-2,13950.0,1.0146,1.1624,0.8248,19650.0,2.324,58.08,1.41,0.07127,185.8,0.00947,0.9988,0.1941,1.0099e-05,2.817,70.44,0.4257,2113.0,0.06597,1.40022155109
batch-1-learning-56-regular-1,16988.8888889,1.03933333333,1.24,1.00833333333,20911.1111111,2.48333333333,62.0444444444,1.23222222222,0.253222222222,81.8333333333,0.00391333333333,0.991444444444,0.670111111111,3.20888888889e-05,2.46444444444,61.6,1.04066666667,2105.55555556,0.206666666667,1.25838448869
batch-1-learning-56-regular-1,12900.0,1.0198,0.9776,0.7663,16450.0,1.955,48.88,1.274,0.7496,20.96,0.0012745,0.9971,0.035897,2.1775e-06,2.548,63.68,0.3022,2104.0,0.020062,1.11428334605
batch-1-learning-56-regular-1,10278.8888889,1.02133333333,0.718,0.597333333333,12355.5555556,1.43555555556,35.9111111111,1.20444444444,0.0492777777778,288.666666667,0.0234,1.0,0.0389,3.138e-06,2.40777777778,60.2111111111,0.302777777778,2148.88888889,0.016647,1.01677224929
batch-1-learning-56-regular-1,14830.0,1.0272,1.1002,0.8798,18540.0,2.199,54.97,1.252,0.6673,63.8,0.003434,0.999,0.071627,3.7539e-06,2.505,62.63,0.3283,2104.0,0.0279991,1.28171182171
batch-1-learning-56-regular-1,12930.0,1.0186,0.9745,0.7669,16400.0,1.947,48.7,1.27,0.6165,37.25,0.002253,0.9989,0.03275,2.0094e-06,2.538,63.45,0.2995,2105.0,0.01098,1.09437524664
batch-2-learning-45-regular-3,16150.0,0.9879,1.199,0.9581,20190.0,2.399,59.93,1.252,0.06957,184.0,0.009123,0.9983,0.3136,1.5651e-05,2.503,62.59,0.546,2105.0,0.11284,1.33370869674
batch-2-learning-45-regular-3,6331.11111111,0.981777777778,0.611444444444,0.375222222222,10300.0,1.22222222222,30.5666666667,1.62888888889,0.0835666666667,89.5888888889,0.00868333333333,0.999888888889,0.02984,2.87477777778e-06,3.26111111111,81.4777777778,0.297555555556,2108.88888889,0.013922,0.997848605601
batch-2-learning-45-regular-3,15860.0,0.9888,1.191,0.9423,20040.0,2.378,59.47,1.264,0.1341,104.58,0.005223,0.9937,0.6417,3.217e-05,2.528,63.2,1.0082,2104.0,0.2033,1.31060262398
batch-2-learning-45-regular-3,11374.0,0.9708,0.8724,0.6732,14755.0,1.744,43.61,1.296,0.229,134.16,0.009146,0.9985,0.1907,1.3313e-05,2.591,64.77,0.4086,2113.0,0.06387,2.17732160894
batch-2-learning-45-regular-3,14410.0,0.9716,1.0724,0.8576,18050.0,2.147,53.64,1.251,0.1595,139.8,0.007751,0.9998,0.04371,2.4061e-06,2.501,62.56,0.3041,2101.0,0.0187258,1.2848019782
batch-1-learning-56-regular-5,8424.44444444,0.997444444444,0.785222222222,0.497333333333,13300.0,1.57111111111,39.2555555556,1.57888888889,0.897333333333,16.4666666667,0.00123777777778,0.998111111111,0.0311733333333,2.33666666667e-06,3.16,79.0,0.298666666667,2116.66666667,0.016845,0.845202343755
batch-1-learning-56-regular-5,15880.0,1.0032,1.269,0.9447,21330.0,2.539,63.45,1.345,0.03315,185.0,0.008678,1.0,0.023435,1.11534e-06,2.69,67.26,0.2913,2100.0,0.0078619,1.79673698739
batch-1-learning-56-regular-5,16530.0,0.9938,1.0036,0.983,16880.0,2.008,50.17,1.021,0.05238,286.7,0.01699,1.0,0.029422,1.7303e-06,2.042,51.05,0.2932,2101.0,0.008312,1.29966410872
batch-1-learning-56-regular-5,11220.0,1.008,1.0054,0.6657,16920.0,2.011,50.29,1.509,0.7597,15.615,0.0009092,0.9969,0.030076,1.748e-06,3.021,75.49,0.2981,2104.0,0.017533,0.945153024606
