hash,1,itr,1,probe,1,244.786
hash,1,itr,2,probe,1,245.786
hash,1,itr,3,probe,1,243.357
hash,1,itr,4,probe,1,245.929
hash,1,itr,5,probe,1,243.286
hash,1,itr,6,probe,1,243.857
hash,1,itr,7,probe,1,243.429
hash,1,itr,8,probe,1,243.429
hash,1,itr,9,probe,1,243.929
hash,1,itr,10,probe,1,244.929
hash,1,itr,11,probe,1,243.857
hash,1,itr,12,probe,1,243.786
hash,1,itr,13,probe,1,243.286
hash,1,itr,14,probe,1,243.214
hash,1,itr,15,probe,1,245.071
hash,1,itr,16,probe,1,246.214
hash,1,itr,17,probe,1,244.143
hash,1,itr,18,probe,1,244.286
hash,1,itr,19,probe,1,244.429
hash,1,itr,20,probe,1,243.714
hash,1,itr,21,probe,1,243.143
hash,1,itr,22,probe,1,243.143
hash,1,itr,23,probe,1,242.357
hash,1,itr,24,probe,1,238.143
hash,1,itr,25,probe,1,210.071
hash,1,itr,1,probe,2,238.571
hash,1,itr,2,probe,2,238.5
hash,1,itr,3,probe,2,238.929
hash,1,itr,4,probe,2,240.286
hash,1,itr,5,probe,2,238.643
hash,1,itr,6,probe,2,239.786
hash,1,itr,7,probe,2,238.929
hash,1,itr,8,probe,2,239.214
hash,1,itr,9,probe,2,241
hash,1,itr,10,probe,2,238.643
hash,1,itr,11,probe,2,239.857
hash,1,itr,12,probe,2,239.143
hash,1,itr,13,probe,2,238.929
hash,1,itr,14,probe,2,239.214
hash,1,itr,15,probe,2,238.857
hash,1,itr,16,probe,2,238.714
hash,1,itr,17,probe,2,239.357
hash,1,itr,18,probe,2,241.429
hash,1,itr,19,probe,2,241.5
hash,1,itr,20,probe,2,239.214
hash,1,itr,21,probe,2,238.429
hash,1,itr,22,probe,2,240.643
hash,1,itr,23,probe,2,239.571
hash,1,itr,24,probe,2,233.714
hash,1,itr,25,probe,2,204.357
hash,1,itr,1,probe,3,235.929
hash,1,itr,2,probe,3,235.357
hash,1,itr,3,probe,3,236.786
hash,1,itr,4,probe,3,235.857
hash,1,itr,5,probe,3,236.143
hash,1,itr,6,probe,3,235.5
hash,1,itr,7,probe,3,235.571
hash,1,itr,8,probe,3,237
hash,1,itr,9,probe,3,236.643
hash,1,itr,10,probe,3,235.643
hash,1,itr,11,probe,3,236
hash,1,itr,12,probe,3,235.857
hash,1,itr,13,probe,3,236.929
hash,1,itr,14,probe,3,236.429
hash,1,itr,15,probe,3,236.571
hash,1,itr,16,probe,3,235.429
hash,1,itr,17,probe,3,236.5
hash,1,itr,18,probe,3,235.357
hash,1,itr,19,probe,3,235.643
hash,1,itr,20,probe,3,236.214
hash,1,itr,21,probe,3,235.429
hash,1,itr,22,probe,3,235.143
hash,1,itr,23,probe,3,234.143
hash,1,itr,24,probe,3,230
hash,1,itr,25,probe,3,201.5
hash,1,itr,1,probe,4,234.857
hash,1,itr,2,probe,4,234.714
hash,1,itr,3,probe,4,234.643
hash,1,itr,4,probe,4,235.071
hash,1,itr,5,probe,4,235.643
hash,1,itr,6,probe,4,235.643
hash,1,itr,7,probe,4,235.714
hash,1,itr,8,probe,4,235.857
hash,1,itr,9,probe,4,234.286
hash,1,itr,10,probe,4,234.714
hash,1,itr,11,probe,4,236.143
hash,1,itr,12,probe,4,235.357
hash,1,itr,13,probe,4,234.286
hash,1,itr,14,probe,4,234.929
hash,1,itr,15,probe,4,234.857
hash,1,itr,16,probe,4,234.429
hash,1,itr,17,probe,4,234.571
hash,1,itr,18,probe,4,236
hash,1,itr,19,probe,4,235
hash,1,itr,20,probe,4,235.286
hash,1,itr,21,probe,4,234.214
hash,1,itr,22,probe,4,235.857
hash,1,itr,23,probe,4,233.5
hash,1,itr,24,probe,4,229.786
hash,1,itr,25,probe,4,201.714
hash,1,itr,1,probe,5,232.643
hash,1,itr,2,probe,5,231.786
hash,1,itr,3,probe,5,232.143
hash,1,itr,4,probe,5,233.286
hash,1,itr,5,probe,5,233.143
hash,1,itr,6,probe,5,232.214
hash,1,itr,7,probe,5,232.286
hash,1,itr,8,probe,5,233.143
hash,1,itr,9,probe,5,234.643
hash,1,itr,10,probe,5,234.071
hash,1,itr,11,probe,5,233.571
hash,1,itr,12,probe,5,233.929
hash,1,itr,13,probe,5,233.571
hash,1,itr,14,probe,5,233.929
hash,1,itr,15,probe,5,235
hash,1,itr,16,probe,5,234.786
hash,1,itr,17,probe,5,232.857
hash,1,itr,18,probe,5,234.357
hash,1,itr,19,probe,5,234.214
hash,1,itr,20,probe,5,234.571
hash,1,itr,21,probe,5,233.071
hash,1,itr,22,probe,5,233.857
hash,1,itr,23,probe,5,232.429
hash,1,itr,24,probe,5,227.929
hash,1,itr,25,probe,5,198.857
hash,1,itr,1,probe,6,228.714
hash,1,itr,2,probe,6,229.357
hash,1,itr,3,probe,6,229.643
hash,1,itr,4,probe,6,228.643
hash,1,itr,5,probe,6,229.071
hash,1,itr,6,probe,6,228.5
hash,1,itr,7,probe,6,228.643
hash,1,itr,8,probe,6,228.857
hash,1,itr,9,probe,6,230
hash,1,itr,10,probe,6,228.571
hash,1,itr,11,probe,6,228.5
hash,1,itr,12,probe,6,230.143
hash,1,itr,13,probe,6,228.714
hash,1,itr,14,probe,6,228.786
hash,1,itr,15,probe,6,230
hash,1,itr,16,probe,6,228.5
hash,1,itr,17,probe,6,228.643
hash,1,itr,18,probe,6,228.643
hash,1,itr,19,probe,6,228.786
hash,1,itr,20,probe,6,228.5
hash,1,itr,21,probe,6,229.5
hash,1,itr,22,probe,6,228.143
hash,1,itr,23,probe,6,228.429
hash,1,itr,24,probe,6,224.071
hash,1,itr,25,probe,6,194.857
hash,1,itr,1,probe,7,226.857
hash,1,itr,2,probe,7,227.857
hash,1,itr,3,probe,7,228.143
hash,1,itr,4,probe,7,227.143
hash,1,itr,5,probe,7,227.571
hash,1,itr,6,probe,7,227.071
hash,1,itr,7,probe,7,226.929
hash,1,itr,8,probe,7,228.286
hash,1,itr,9,probe,7,227.929
hash,1,itr,10,probe,7,228.286
hash,1,itr,11,probe,7,227.714
hash,1,itr,12,probe,7,227.571
hash,1,itr,13,probe,7,226.857
hash,1,itr,14,probe,7,227.857
hash,1,itr,15,probe,7,227.786
hash,1,itr,16,probe,7,227.929
hash,1,itr,17,probe,7,227.929
hash,1,itr,18,probe,7,228.286
hash,1,itr,19,probe,7,227.643
hash,1,itr,20,probe,7,227.143
hash,1,itr,21,probe,7,226.643
hash,1,itr,22,probe,7,227.714
hash,1,itr,23,probe,7,226.929
hash,1,itr,24,probe,7,222.429
