eyes,2,pyramid,20,select,8,19347.6
eyes,1,pyramid,20,select,8,19138
eyes,2,pyramid,20,select,4,19321.4
eyes,1,pyramid,20,select,4,19132.2
eyes,2,pyramid,20,select,0,2388.8
eyes,1,pyramid,20,select,0,2167
eyes,2,pyramid,15,select,8,15163.5
eyes,1,pyramid,15,select,8,14949.6
eyes,2,pyramid,15,select,4,15135.6
eyes,1,pyramid,15,select,4,14952
eyes,2,pyramid,15,select,0,1933.5
eyes,1,pyramid,15,select,0,1728.1
eyes,2,pyramid,10,select,8,11234.5
eyes,1,pyramid,10,select,8,11083.3
eyes,2,pyramid,10,select,4,11236.1
eyes,1,pyramid,10,select,4,11081.5
eyes,2,pyramid,10,select,0,1551.8
eyes,1,pyramid,10,select,0,1296.1
eyes,2,pyramid,5,select,8,7540.4
eyes,1,pyramid,5,select,8,7433.9
eyes,2,pyramid,5,select,4,7539.1
eyes,1,pyramid,5,select,4,7433.9
eyes,2,pyramid,5,select,0,1046.7
eyes,1,pyramid,5,select,0,887.7
