eyes,1,pyramid,1,select,1,19347.6
eyes,2,pyramid,1,select,1,19138
eyes,1,pyramid,1,select,2,19321.4
eyes,2,pyramid,1,select,2,19132.2
eyes,1,pyramid,1,select,3,2388.8
eyes,2,pyramid,1,select,3,2167
eyes,1,pyramid,2,select,1,15163.5
eyes,2,pyramid,2,select,1,14949.6
eyes,1,pyramid,2,select,2,15135.6
eyes,2,pyramid,2,select,2,14952
eyes,1,pyramid,2,select,3,1933.5
eyes,2,pyramid,2,select,3,1728.1
eyes,1,pyramid,3,select,1,11234.5
eyes,2,pyramid,3,select,1,11083.3
eyes,1,pyramid,3,select,2,11236.1
eyes,2,pyramid,3,select,2,11081.5
eyes,1,pyramid,3,select,3,1551.8
eyes,2,pyramid,3,select,3,1296.1
eyes,1,pyramid,4,select,1,7540.4
eyes,2,pyramid,4,select,1,7433.9
eyes,1,pyramid,4,select,2,7539.1
eyes,2,pyramid,4,select,2,7433.9
eyes,1,pyramid,4,select,3,1046.7
eyes,2,pyramid,4,select,3,887.7
