Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2HIT,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
hash-8-itr-7-probe-20,swaptions:num-600000,2455.55555556,1.06444444444,0.357888888889,0.143555555556,6121.11111111,0.715555555556,17.8888888889,2.51,0.977333333333,0.187066666667,2.94166666667e-05,0.846555555556,0.0175666666667,2.81611111111e-06,5.02222222222,125.666666667,0.205125555556,2138.88888889,0.0510384444444,1.03295091704
hash-8-itr-7-probe-20,facedetect:eyes-0-pyramid-13-selectivity-1,2306.66666667,1.06777777778,0.180444444444,0.134444444444,3093.33333333,0.360777777778,9.02,1.33888888889,0.922666666667,0.626333333333,0.000203,0.952111111111,0.0339,1.09e-05,2.68222222222,67.0444444444,0.0192344444444,2143.33333333,0.00886,1.04149612753
hash-8-itr-7-probe-20,bodytrack:layer-3-particle-1833,2317.77777778,1.06444444444,0.312555555556,0.136,5323.33333333,0.625222222222,15.6333333333,2.29666666667,0.762444444444,8.65666666667,0.00162666666667,0.995111111111,0.0411333333333,7.72666666667e-06,4.59333333333,114.777777778,0.0591777777778,2127.77777778,0.0227444444444,1.05325133042
hash-8-itr-7-probe-20,facedetect:eyes-1-pyramid-18-selectivity-2,2426.66666667,1.06555555556,0.187555555556,0.141666666667,3213.33333333,0.375111111111,9.37666666667,1.33111111111,0.923888888889,0.760555555556,0.000217344444444,0.945333333333,0.0604811111111,1.64033333333e-05,2.66333333333,66.5666666667,0.0468888888889,2141.11111111,0.0183244444444,1.02894766226
hash-8-itr-7-probe-20,facedetect:eyes-1-pyramid-11-selectivity-2,2303.33333333,1.06777777778,0.182333333333,0.134222222222,3126.66666667,0.364888888889,9.11777777778,1.35888888889,0.942666666667,0.452111111111,0.000145555555556,0.945,0.0266,8.59555555556e-06,2.71444444444,67.8888888889,0.0174088888889,2143.33333333,0.00823777777778,1.04904981944
hash-8-itr-7-probe-20,swaptions:num-900000,2410.0,1.06111111111,0.360444444444,0.143333333333,6058.88888889,0.721,18.0333333333,2.53333333333,0.980222222222,0.1576,2.5e-05,0.842111111111,0.0140344444444,2.30977777778e-06,5.06555555556,126.666666667,0.147703333333,2100.0,0.0517223333333,1.03129335741
hash-8-itr-7-probe-20,facedetect:eyes-2-pyramid-5-selectivity-2,2284.44444444,1.06222222222,0.179666666667,0.133666666667,3070.0,0.359222222222,8.98333333333,1.34333333333,0.927444444444,0.579222222222,0.000190444444444,0.955,0.0291666666667,9.69e-06,2.68666666667,67.1888888889,0.0212255555556,2134.44444444,0.0106322222222,1.03702900789
hash-8-itr-7-probe-20,swaptions:num-600000,2390.0,1.06333333333,0.358444444444,0.140111111111,6106.66666667,0.716777777778,17.9111111111,2.56777777778,0.981333333333,0.132633333333,2.107e-05,0.868666666667,0.0137966666667,2.22788888889e-06,5.13555555556,128.444444444,0.00761444444444,2130.0,0.00149188888889,1.02768910957
hash-8-itr-7-probe-20,facedetect:eyes-1-pyramid-5-selectivity-2,2251.11111111,1.06777777778,0.180333333333,0.133888888889,3027.77777778,0.360555555556,9.01333333333,1.34444444444,0.926777777778,0.571222222222,0.000189,0.960555555556,0.0250888888889,8.29777777778e-06,2.69,67.2666666667,0.0173344444444,2100.0,0.00934333333333,1.03145241376
hash-8-itr-7-probe-20,facedetect:eyes-0-pyramid-16-selectivity-1,2253.33333333,1.06777777778,0.181777777778,0.134,3056.66666667,0.363555555556,9.09222222222,1.35555555556,0.938333333333,0.486888888889,0.000159666666667,0.956,0.0247222222222,8.12222222222e-06,2.71222222222,67.7777777778,0.0172144444444,2100.0,0.00835111111111,1.05662691248
hash-8-itr-7-probe-20,bodytrack:layer-1-particle-2266,2347.77777778,1.06666666667,0.335777777778,0.137,5753.33333333,0.671777777778,16.7888888889,2.45111111111,0.764333333333,6.99,0.00121444444444,0.990333333333,0.0683777777778,1.18622222222e-05,4.90333333333,122.555555556,0.100033333333,2145.55555556,0.0364666666667,1.03633695239
hash-8-itr-7-probe-20,swaptions:num-500000,2278.88888889,1.06888888889,0.352111111111,0.134,5981.11111111,0.704333333333,17.6111111111,2.62444444444,0.987555555556,0.0580888888889,9.73666666667e-06,0.849222222222,0.00860444444444,1.44333333333e-06,5.25,131.222222222,0.00427444444444,2122.22222222,0.000748111111111,1.03564240236
hash-7-itr-7-probe-20,facedetect:eyes-2-pyramid-7-selectivity-1,2294.44444444,1.06777777778,0.182888888889,0.135888888889,3085.55555556,0.366,9.14555555556,1.34555555556,0.928,0.641111111111,0.000203222222222,0.946333333333,0.0464188888889,1.44566666667e-05,2.69111111111,67.2666666667,0.0320777777778,2106.66666667,0.0140266666667,1.01173868192
hash-7-itr-7-probe-20,bodytrack:layer-3-particle-1833,2285.55555556,1.06888888889,0.313888888889,0.136111111111,5274.44444444,0.627555555556,15.7111111111,2.30666666667,0.762666666667,8.60555555556,0.00163111111111,0.995555555556,0.0370666666667,7.03e-06,4.61666666667,115.222222222,0.0553555555556,2100.0,0.0213888888889,1.00868250025
hash-7-itr-7-probe-20,swaptions:num-100000,2331.11111111,1.06888888889,0.355777777778,0.135888888889,6101.11111111,0.711666666667,17.7888888889,2.61888888889,0.964444444444,0.2046,3.32433333333e-05,0.840555555556,0.0264255555556,4.29644444444e-06,5.23666666667,131.0,0.0114733333333,2147.77777778,0.00147111111111,1.01130446116
hash-7-itr-7-probe-20,facedetect:eyes-1-pyramid-11-selectivity-2,2302.22222222,1.06888888889,0.182222222222,0.134111111111,3128.88888889,0.364333333333,9.11222222222,1.35888888889,0.939777777778,0.486222222222,0.000156222222222,0.963888888889,0.0218455555556,7.08333333333e-06,2.72,67.9666666667,0.01313,2146.66666667,0.00687555555556,1.01436554997
hash-7-itr-7-probe-20,facedetect:eyes-2-pyramid-18-selectivity-2,2287.77777778,1.06888888889,0.181555555556,0.134777777778,3082.22222222,0.362888888889,9.07333333333,1.34777777778,0.94,0.472777777778,0.000153666666667,0.932333333333,0.0359488888889,1.163e-05,2.69111111111,67.2888888889,0.0205055555556,2123.33333333,0.00854555555556,1.0114228306
hash-7-itr-7-probe-20,facedetect:eyes-0-pyramid-13-selectivity-1,2252.22222222,1.06444444444,0.180444444444,0.134111111111,3032.22222222,0.361,9.02333333333,1.34555555556,0.925444444444,0.593555555556,0.000197,0.957777777778,0.0281333333333,9.39e-06,2.69555555556,67.3222222222,0.0194677777778,2100.0,0.00960444444444,1.00371313806
hash-7-itr-7-probe-20,swaptions:num-900000,2296.66666667,1.06666666667,0.354222222222,0.134,6073.33333333,0.708333333333,17.7111111111,2.64444444444,0.989888888889,0.0484111111111,8.03888888889e-06,0.872777777778,0.00690333333333,1.15188888889e-06,5.29,132.222222222,0.00379777777778,2147.77777778,0.000670333333333,1.01238726029
hash-7-itr-7-probe-20,facedetect:eyes-1-pyramid-18-selectivity-2,2256.66666667,1.06777777778,0.181555555556,0.134,3053.33333333,0.362444444444,9.06444444444,1.35222222222,0.944888888889,0.425444444444,0.000139555555556,0.954777777778,0.02329,7.67e-06,2.70333333333,67.6222222222,0.0139144444444,2105.55555556,0.00690666666667,1.01102535344
hash-7-itr-7-probe-20,facedetect:eyes-1-pyramid-9-selectivity-2,2257.77777778,1.06888888889,0.182333333333,0.134333333333,3064.44444444,0.364555555556,9.11555555556,1.35777777778,0.926111111111,0.603111111111,0.000197111111111,0.961333333333,0.0272555555556,8.92e-06,2.71444444444,67.8777777778,0.0169466666667,2100.0,0.00847777777778,1.01452078269
hash-7-itr-7-probe-20,facedetect:eyes-0-pyramid-13-selectivity-1,2293.33333333,1.06555555556,0.180555555556,0.133777777778,3093.33333333,0.361111111111,9.02555555556,1.34888888889,0.921111111111,0.612666666667,0.000198888888889,0.965222222222,0.0236877777778,7.72777777778e-06,2.69666666667,67.4222222222,0.01628,2146.66666667,0.00841888888889,1.00485518175
hash-7-itr-7-probe-20,swaptions:num-500000,2266.66666667,1.06333333333,0.352333333333,0.133333333333,5993.33333333,0.704555555556,17.6111111111,2.64333333333,0.988222222222,0.0539888888889,9.02333333333e-06,0.836333333333,0.00864133333333,1.44288888889e-06,5.28666666667,132.111111111,0.00417744444444,2126.66666667,0.000755666666667,1.006516902
hash-7-itr-7-probe-20,facedetect:eyes-0-pyramid-16-selectivity-1,2300.0,1.06777777778,0.181333333333,0.134333333333,3104.44444444,0.362888888889,9.07,1.34777777778,0.943222222222,0.450777777778,0.000145333333333,0.951222222222,0.02417,7.81666666667e-06,2.7,67.4555555556,0.0167211111111,2138.88888889,0.00836444444444,1.00712131623
hash-7-itr-7-probe-20,bodytrack:layer-3-particle-2700,2307.77777778,1.06555555556,0.305777777778,0.134888888889,5238.88888889,0.611777777778,15.2777777778,2.26888888889,0.789444444444,8.23666666667,0.00157333333333,0.995444444444,0.0371444444444,7.10111111111e-06,4.53666666667,113.555555556,0.0504555555556,2141.11111111,0.0217444444444,1.02999534302
hash-7-itr-7-probe-20,bodytrack:layer-5-particle-3133,2298.88888889,1.06666666667,0.298111111111,0.134555555556,5094.44444444,0.596444444444,14.9111111111,2.21777777778,0.752,10.4511111111,0.00205444444444,0.997444444444,0.0265111111111,5.21111111111e-06,4.43444444444,110.777777778,0.0318666666667,2141.11111111,0.0140766666667,1.00338842998
hash-7-itr-7-probe-20,swaptions:num-900000,2255.55555556,1.06888888889,0.353666666667,0.133888888889,5961.11111111,0.707666666667,17.6777777778,2.64444444444,0.989444444444,0.0495222222222,8.32222222222e-06,0.833666666667,0.00960711111111,1.61822222222e-06,5.28666666667,131.888888889,0.00401211111111,2105.55555556,0.000697666666667,1.00881200048
hash-7-itr-7-probe-20,swaptions:num-600000,2262.22222222,1.06888888889,0.354777777778,0.133888888889,5994.44444444,0.709666666667,17.7444444444,2.65,0.989444444444,0.0480444444444,8.02444444444e-06,0.834555555556,0.00869811111111,1.44711111111e-06,5.29888888889,132.444444444,0.00395688888889,2111.11111111,0.000694111111111,1.01631942371
hash-7-itr-7-probe-20,facedetect:eyes-1-pyramid-5-selectivity-2,2310.0,1.07,0.181,0.134888888889,3102.22222222,0.362222222222,9.05222222222,1.34444444444,0.920111111111,0.656111111111,0.000211444444444,0.959666666667,0.0280911111111,9.10111111111e-06,2.68555555556,67.1666666667,0.0199366666667,2146.66666667,0.0103266666667,1.01022513293
hash-7-itr-7-probe-20,bodytrack:layer-1-particle-2266,2334.44444444,1.06666666667,0.334888888889,0.136444444444,5731.11111111,0.669444444444,16.7222222222,2.45444444444,0.737222222222,7.72666666667,0.00134777777778,0.992888888889,0.0536,9.38111111111e-06,4.90888888889,122.888888889,0.0918555555556,2144.44444444,0.0344111111111,1.01107358689
hash-7-itr-7-probe-20,swaptions:num-600000,2251.11111111,1.07,0.354333333333,0.134,5956.66666667,0.708777777778,17.7333333333,2.64555555556,0.988333333333,0.0524222222222,8.81333333333e-06,0.835,0.009981,1.67922222222e-06,5.29111111111,132.333333333,0.00436811111111,2100.0,0.000758111111111,1.00850081692
hash-7-itr-7-probe-20,facedetect:eyes-2-pyramid-5-selectivity-2,2342.22222222,1.061,0.181777777778,0.136222222222,3121.11111111,0.363444444444,9.08666666667,1.33333333333,0.921555555556,0.705555555556,0.000226,0.941777777778,0.0380522222222,1.23344444444e-05,2.66444444444,66.6555555556,0.0293333333333,2146.66666667,0.01291,1.01949756541
hash-6-itr-14-probe-12,bodytrack:layer-1-particle-2266,2324.44444444,1.06555555556,0.334777777778,0.137,5686.66666667,0.669666666667,16.7222222222,2.44555555556,0.762222222222,6.96666666667,0.00122444444444,0.991888888889,0.0559333333333,9.82111111111e-06,4.89,122.444444444,0.0951444444444,2122.22222222,0.0360666666667,1.01686309551
hash-6-itr-14-probe-12,facedetect:eyes-1-pyramid-11-selectivity-2,2296.66666667,1.06555555556,0.181888888889,0.133888888889,3121.11111111,0.363888888889,9.09333333333,1.36,0.949777777778,0.445111111111,0.000144777777778,0.951555555556,0.0267744444444,8.82333333333e-06,2.71777777778,67.9666666667,0.0139455555556,2145.55555556,0.00740888888889,1.0185631189
hash-6-itr-14-probe-12,facedetect:eyes-1-pyramid-18-selectivity-2,2284.44444444,1.06444444444,0.180555555556,0.133444444444,3090.0,0.361333333333,9.03111111111,1.35,0.943333333333,0.449666666667,0.000147088888889,0.951777777778,0.02406,7.93e-06,2.70333333333,67.5666666667,0.0150611111111,2137.77777778,0.00721122222222,1.00688338862
hash-6-itr-14-probe-12,swaptions:num-100000,2305.55555556,1.06888888889,0.354444444444,0.134666666667,6074.44444444,0.708777777778,17.7222222222,2.63222222222,0.979333333333,0.0990444444444,1.62977777778e-05,0.849333333333,0.0131488888889,2.17244444444e-06,5.26555555556,131.444444444,0.00622222222222,2141.11111111,0.001365,1.01244326822
hash-6-itr-14-probe-12,facedetect:eyes-1-pyramid-9-selectivity-2,2264.44444444,1.06888888889,0.182444444444,0.134222222222,3075.55555556,0.364777777778,9.12111111111,1.35888888889,0.943333333333,0.465111111111,0.000151222222222,0.949222222222,0.02552,8.30555555556e-06,2.71777777778,67.9222222222,0.0174866666667,2106.66666667,0.00863888888889,1.02117796065
hash-6-itr-14-probe-12,bodytrack:layer-3-particle-1833,2275.55555556,1.06777777778,0.313888888889,0.135,5293.33333333,0.628111111111,15.7111111111,2.32555555556,0.823666666667,6.39111111111,0.00120777777778,0.994777777778,0.0328555555556,6.20777777778e-06,4.65111111111,116.333333333,0.0530777777778,2105.55555556,0.0201444444444,1.02027352174
hash-6-itr-14-probe-12,facedetect:eyes-0-pyramid-16-selectivity-1,2288.88888889,1.06888888889,0.181666666667,0.134,3101.11111111,0.363222222222,9.08111111111,1.35666666667,0.936777777778,0.510333333333,0.000164555555556,0.962777777778,0.0222444444444,7.18444444444e-06,2.71333333333,67.7888888889,0.0137133333333,2133.33333333,0.00740444444444,1.01001071548
hash-6-itr-14-probe-12,facedetect:eyes-2-pyramid-18-selectivity-2,2286.66666667,1.06888888889,0.180888888889,0.134111111111,3085.55555556,0.362,9.04888888889,1.35,0.943777777778,0.446444444444,0.000144888888889,0.953111111111,0.0235455555556,7.63777777778e-06,2.69666666667,67.4333333333,0.0149088888889,2131.11111111,0.00703122222222,1.02376451841
hash-6-itr-14-probe-12,facedetect:eyes-0-pyramid-13-selectivity-1,2308.88888889,1.06555555556,0.181444444444,0.134888888889,3108.88888889,0.363111111111,9.07333333333,1.34444444444,0.930333333333,0.601888888889,0.000193,0.964333333333,0.0278988888889,8.90888888889e-06,2.69111111111,67.2666666667,0.0163344444444,2141.11111111,0.00846333333333,1.01503683211
hash-6-itr-14-probe-12,swaptions:num-600000,2266.66666667,1.06888888889,0.351555555556,0.134111111111,5940.0,0.703,17.5888888889,2.62111111111,0.987333333333,0.0577666666667,9.74888888889e-06,0.781333333333,0.0114866666667,1.92977777778e-06,5.24111111111,131.111111111,0.00546333333333,2110.0,0.00103633333333,1.01283405434
hash-6-itr-14-probe-12,facedetect:eyes-0-pyramid-13-selectivity-1,2258.88888889,1.06666666667,0.180666666667,0.134111111111,3041.11111111,0.360888888889,9.02333333333,1.34555555556,0.939777777778,0.476333333333,0.000157222222222,0.956555555556,0.0238122222222,7.89444444444e-06,2.69,67.2777777778,0.0163633333333,2105.55555556,0.00842666666667,1.0129237068
hash-6-itr-14-probe-12,bodytrack:layer-5-particle-3133,2266.66666667,1.06777777778,0.298444444444,0.134777777778,5013.33333333,0.596888888889,14.8888888889,2.21222222222,0.799222222222,8.39111111111,0.00167555555556,0.996444444444,0.0288333333333,5.74444444444e-06,4.42555555556,110.888888889,0.0335888888889,2100.0,0.0151444444444,1.01458908879
hash-6-itr-14-probe-12,swaptions:num-600000,2324.44444444,1.06888888889,0.355111111111,0.134888888889,6105.55555556,0.709888888889,17.7555555556,2.63,0.975222222222,0.120944444444,2.00122222222e-05,0.769444444444,0.0316577777778,5.25922222222e-06,5.26,131.555555556,0.0131377777778,2150.0,0.00189211111111,1.01243133186
hash-6-itr-14-probe-12,swaptions:num-500000,2258.88888889,1.06777777778,0.355111111111,0.134,5983.33333333,0.709666666667,17.7444444444,2.64777777778,0.983111111111,0.0779777777778,1.302e-05,0.828444444444,0.0136522222222,2.27633333333e-06,5.29555555556,132.444444444,0.00606222222222,2106.66666667,0.001144,1.0142155585
hash-6-itr-14-probe-12,facedetect:eyes-2-pyramid-5-selectivity-2,2296.66666667,1.06888888889,0.180222222222,0.134,3085.55555556,0.360777777778,9.01333333333,1.34444444444,0.901666666667,0.775111111111,0.000251777777778,0.970222222222,0.0259866666667,8.45777777778e-06,2.68777777778,67.1888888889,0.0165533333333,2138.88888889,0.00909,1.02090965199
hash-6-itr-14-probe-12,bodytrack:layer-3-particle-2700,2264.44444444,1.06177777778,0.304333333333,0.134,5141.11111111,0.608444444444,15.2111111111,2.27,0.765333333333,9.04555555556,0.00175777777778,0.996444444444,0.0317444444444,6.18222222222e-06,4.54222222222,113.777777778,0.0467111111111,2112.22222222,0.0200222222222,1.01171515014
hash-6-itr-14-probe-12,facedetect:eyes-1-pyramid-5-selectivity-2,2306.66666667,1.06888888889,0.181666666667,0.134666666667,3106.66666667,0.363,9.07555555556,1.34666666667,0.929,0.578666666667,0.000186222222222,0.942777777778,0.03967,1.27833333333e-05,2.69111111111,67.3222222222,0.0232455555556,2144.44444444,0.0104,1.02115499613
