Percentage,MV,Augmented_MV,Budget,Exec_Time
1,25.900000000000002,25.900000000000002,30.43786201477051,7.0101799964904785
2,43.3,43.3,32.252850723266604,29.68966245651245
3,43.3,43.3,34.06783943176269,29.79181408882141
4,43.6,43.6,35.88282814025879,29.783677101135254
5,43.6,43.6,37.69781684875488,29.811155796051025
6,43.5,43.5,39.51280555725098,29.814937353134155
7,43.5,43.5,41.32779426574707,29.810521841049194
8,43.5,43.5,43.14278297424316,29.840395212173462
9,44.1,44.1,44.957771682739256,29.910274505615234
10,44.1,44.1,46.77276039123535,29.95212149620056
