Unit,MV,Augmented_MV,Budget,Exec_Time,OverBudget,RC_TIME,RC_NUM,RC_by_budget,SUCCESS,overhead_pctg
1,41.9,41.9,37.69781684875488,28.729241847991943,False,36.0,1,1.0,1,0.0012530786642570679
1,41.9,41.9,37.69781684875488,28.654980421066284,False,32.0,1,1.0,1,0.0011167343173780204
2,41.9,41.9,37.69781684875488,28.83325457572937,False,74.0,1,2.0,1,0.00256648099872465
2,41.9,41.9,37.69781684875488,28.715747117996216,False,62.0,1,2.0,1,0.0021590940937470673
3,41.9,41.9,37.69781684875488,28.828713178634644,False,128.0,1,4.0,1,0.004440017811646986
3,41.9,41.9,37.69781684875488,28.78889489173889,False,138.0,1,4.0,1,0.004793515017472927
4,41.9,41.9,37.69781684875488,28.811886072158813,False,171.0,1,5.0,1,0.005935050540312904
4,41.9,41.9,37.69781684875488,28.837864637374878,False,162.0,1,5.0,1,0.005617614273355121
5,41.9,41.9,37.69781684875488,29.318063259124756,False,175.0,1,5.0,1,0.005969016386017046
5,41.9,41.9,37.69781684875488,28.93477201461792,False,166.0,1,5.0,1,0.005737041920224441
6,41.9,41.9,37.69781684875488,29.04151678085327,False,263.0,1,8.0,1,0.009056000827525399
6,41.9,41.9,37.69781684875488,29.0881085395813,False,269.0,1,8.0,1,0.009247765272670152
7,41.9,41.9,37.69781684875488,29.065924644470215,False,263.0,1,8.0,1,0.009048396127664072
7,41.9,41.9,37.69781684875488,29.029602766036987,False,271.0,1,8.0,1,0.00933529825344544
8,41.9,41.9,37.69781684875488,29.04713797569275,False,269.0,1,8.0,1,0.00926080911052596
8,41.9,41.9,37.69781684875488,28.944091081619263,False,267.0,1,8.0,1,0.00922468075598188
9,41.9,41.9,37.69781684875488,29.064992427825928,False,269.0,1,8.0,1,0.009255120250520612
9,41.9,41.9,37.69781684875488,29.112662315368652,False,272.0,1,8.0,1,0.009343013601899626
10,41.9,41.9,37.69781684875488,29.02980899810791,False,262.0,1,8.0,1,0.009025205781308327
10,41.9,41.9,37.69781684875488,29.014251947402954,False,269.0,1,8.0,1,0.009271305718570422
