Unit,MV,Augmented_MV,Budget,Exec_Time,OverBudget,RC_TIME,RC_NUM,RC_by_budget,SUCCESS,overhead_pctg
1,41.9,41.9,48.58774909973145,28.800828456878662,False,37.0,1,1.0,1,0.0012846852671407473
1,41.9,41.9,48.58774909973145,28.819356679916382,False,35.0,1,1.0,1,0.001214461529753396
2,41.9,41.9,48.58774909973145,28.771241903305054,False,67.0,1,2.0,1,0.002328714214880779
2,41.9,41.9,48.58774909973145,28.92461657524109,False,73.0,1,2.0,1,0.0025238018215420904
3,41.9,41.9,48.58774909973145,28.945209980010986,False,143.0,1,4.0,1,0.004940368375242504
3,41.9,41.9,48.58774909973145,28.949810028076172,False,134.0,1,4.0,1,0.004628700494754329
4,41.9,41.9,48.58774909973145,29.042674779891968,False,165.0,1,5.0,1,0.005681294896234546
4,41.9,41.9,48.58774909973145,28.94284677505493,False,171.0,1,5.0,1,0.005908195601110681
5,41.9,41.9,48.58774909973145,28.949872493743896,False,169.0,1,5.0,1,0.005837676833862433
5,41.9,41.9,48.58774909973145,28.986265897750854,False,170.0,1,5.0,1,0.005864846496602065
6,41.9,41.9,48.58774909973145,29.12607479095459,False,306.0,1,9.0,1,0.010506050066692528
6,41.9,41.9,48.58774909973145,29.07649040222168,False,301.0,1,9.0,1,0.01035200589329038
7,41.9,41.9,48.58774909973145,29.160243272781372,False,305.0,1,9.0,1,0.010459446347784477
7,41.9,41.9,48.58774909973145,29.295384883880615,False,298.0,1,9.0,1,0.01017225072076013
8,41.9,41.9,48.58774909973145,29.106359481811523,False,301.0,1,9.0,1,0.010341382617365596
8,41.9,41.9,48.58774909973145,29.233033418655396,False,303.0,1,9.0,1,0.010364986611572
9,41.9,41.9,48.58774909973145,29.04623031616211,False,298.0,1,9.0,1,0.010259506888031
9,41.9,41.9,48.58774909973145,29.16856622695923,False,301.0,1,9.0,1,0.01031932792506609
10,41.9,41.9,48.58774909973145,29.049012899398804,False,302.0,1,9.0,1,0.010396222448104259
10,41.9,41.9,48.58774909973145,29.126184701919556,False,300.0,1,9.0,1,0.010300010216587982
