Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE
batch-5-learning-56-regular-5,9568.139534883721,1.0521860465116275,0.4619558139534884,0.570139534883721,7767.441860465116,0.9244883720930234,23.102325581395345,0.8219069767441863,13.160558139534881,0.001660674418604651,0.6049069767441861,4.538558139534885,0.0006816046511627906,1.6446511627906977,41.09767441860466,3.526674418604651,2100.0,1.9296279069767444
batch-2-learning-12-regular-4,5690.689655172414,1.0568275862068968,0.24572413793103454,0.3382068965517241,4131.0344827586205,0.4916551724137932,12.286551724137933,0.8220344827586207,5.396448275862067,0.0015087241379310348,0.5914482758620688,2.111275862068965,0.0007064137931034483,1.6448275862068964,41.12413793103448,2.2135862068965517,2100.0,1.7377586206896554
batch-5-learning-89-regular-4,9590.46511627907,1.0579069767441858,0.46024186046511606,0.5713953488372094,7735.813953488372,0.9203488372093023,23.01093023255814,0.8256976744186048,13.159395348837208,0.0016974418604651163,0.606953488372093,4.569023255813954,0.0007009069767441861,1.6518604651162792,41.28372093023256,3.5277674418604654,2100.0,1.9207906976744185
batch-2-learning-67-regular-4,5806.896551724138,1.0624137931034485,0.24786896551724144,0.3455172413793104,4165.172413793103,0.495793103448276,12.391034482758618,0.8178275862068966,5.525827586206896,0.0015364827586206897,0.581655172413793,2.165137931034483,0.0007386896551724137,1.6351724137931034,40.89310344827586,2.232275862068966,2100.0,1.744827586206896
batch-2-learning-89-regular-5,5773.103448275862,1.0620689655172417,0.24656206896551722,0.34348275862068967,4143.793103448276,0.49296551724137927,12.328965517241382,0.8199310344827586,5.377620689655173,0.0015284827586206893,0.584206896551724,2.119827586206897,0.000731344827586207,1.639655172413793,40.989655172413784,2.224310344827586,2100.0,1.7393793103448278
batch-4-learning-23-regular-5,7762.571428571428,1.0580000000000003,0.35908285714285715,0.46237142857142866,6035.428571428572,0.7183428571428571,17.951428571428572,0.7985428571428572,9.826057142857142,0.0015956285714285718,0.6059142857142856,3.450485714285715,0.0006733428571428569,1.5971428571428572,39.948571428571434,2.9163428571428573,2100.0,1.8393714285714282
batch-4-learning-89-regular-2,7774.857142857143,1.0530857142857144,0.35994571428571426,0.4632571428571429,6051.428571428572,0.7197714285714286,17.98971428571428,0.7955714285714285,9.64654285714286,0.0015727142857142858,0.6040000000000001,3.430714285714286,0.0006786857142857142,1.590857142857143,39.78000000000001,2.920228571428571,2100.0,1.8416000000000001
batch-4-learning-78-regular-2,7820.857142857143,1.0574285714285714,0.36064000000000007,0.46562857142857134,6060.857142857143,0.7215428571428572,18.027428571428572,0.7926857142857144,9.725399999999999,0.0015623142857142855,0.6092000000000001,3.405771428571429,0.0006475428571428571,1.5859999999999999,39.634285714285724,2.919314285714286,2100.0,1.8433999999999997
batch-4-learning-100-regular-5,7830.0,1.0585714285714285,0.3606828571428572,0.4663142857142857,6061.714285714285,0.7217142857142856,18.035999999999994,0.7919999999999999,10.078857142857146,0.0015671142857142859,0.6092,3.505257142857143,0.0006552857142857143,1.5837142857142856,39.60571428571428,2.9465714285714295,2100.0,1.8478571428571429
batch-4-learning-34-regular-5,7794.571428571428,1.0526000000000002,0.35992000000000013,0.4642571428571429,6055.714285714285,0.7198571428571429,18.00057142857143,0.7937714285714285,9.756199999999998,0.001594257142857143,0.604657142857143,3.4299142857142857,0.000682257142857143,1.5868571428571427,39.68285714285714,2.9288,2100.0,1.8374571428571431
batch-5-learning-45-regular-4,9575.348837209302,1.0560697674418602,0.4629023255813955,0.5707441860465118,7780.232558139535,0.9258372093023259,23.143488372093024,0.824581395348837,13.073813953488367,0.0016597674418604655,0.599,4.613372093023256,0.0006953488372093022,1.6504651162790698,41.24186046511629,3.5415348837209315,2100.0,1.931023255813953
