Configuration,ACYC,AFREQ,EXEC,FREQ,INST,INSTnom,INSTnom%,IPC,L2MISS,L2MPI,L3HIT,L3MISS,L3MPI,PhysIPC,PhysIPC%,READ,TIME(ticks),WRITE,SLOWDOWN
num-700000,svm:batch-5-learning-67-regular-12,6678.75,1.05875,0.205725,0.39774999999999994,3457.5,0.411625,10.298750000000002,0.723625,9.47175,0.00242525,0.5816250000000001,3.5367500000000005,0.000967875,1.44625,36.162499999999994,3.036375,2100.0,2.00125,1.2299824093858047
num-700000,stress:cpu_5_io_1_vm_4_vmbytes_1M,17512.5,1.05,1.21875,1.045,20475.0,2.4375,60.9125,1.1712499999999997,228.375,0.011095,1.0,0.009693749999999998,4.7825e-07,2.3412499999999996,58.52500000000001,0.00701375,2100.0,0.00266,1.646342131230333
num-700000,svm:batch-3-learning-89-regular-67,4117.5,1.06375,0.1662,0.24487499999999998,2792.5,0.3325,8.30625,0.835875,4.355125000000001,0.0015717499999999998,0.5685,1.7886249999999997,0.0006962500000000001,1.6720000000000002,41.775000000000006,2.0275,2100.0,1.8624999999999998,1.1268098209082786
num-700000,stress:cpu_0_io_1_vm_2_vmbytes_128K,4831.25,1.05,0.424375,0.282875,7251.25,0.8488749999999999,21.225,1.5025,7.9025,0.001087125,0.9978750000000001,0.0152625,2.10875e-06,3.0037499999999997,75.0875,0.00936625,2133.75,0.0022475000000000004,1.0284399518278233
num-700000,ferret:eyes-2-pyramid-16-selectivity-1,2250.0,1.0612500000000002,0.181,0.1335,3051.25,0.362375,9.055,1.355,0.6401249999999999,0.000213375,0.92925,0.0551,1.8715e-05,2.7125,67.78750000000001,0.031735,2105.0,0.01206625,1.0268950235033605
num-700000,stress:cpu_4_io_0_vm_1_vmbytes_256K,11037.5,1.05,1.19625,0.6527499999999999,20237.5,2.39125,59.800000000000004,1.8325,5.6175,0.000277875,0.998625,0.008726250000000001,4.3449999999999993e-07,3.6637500000000003,91.6125,0.00540375,2113.75,0.0012736250000000002,1.3945114797404918
num-700000,ferret:eyes-2-pyramid-20-selectivity-2,2510.0,1.0662500000000001,0.19124999999999998,0.14675,3270.0,0.382375,9.56375,1.3125,1.194375,0.00033737499999999995,0.9383750000000001,0.1131625,3.057625e-05,2.6275,65.6625,0.08327999999999998,2137.5,0.028739999999999998,1.0296300687618973
num-700000,stress:cpu_5_io_3_vm_0_vmbytes_128K,12787.5,1.05,1.33,0.759,22412.5,2.6599999999999997,66.4625,1.75875,7.342500000000001,0.0003278375,0.9915,0.01467375,6.5625e-07,3.5200000000000005,87.9625,0.012675,2107.5,0.0028962500000000004,1.450922932287013
num-700000,facedetect:eyes-1-pyramid-9-selectivity-0,2308.75,1.0675000000000001,0.18487499999999998,0.13687500000000002,3118.75,0.37,9.24875,1.35125,0.863625,0.00027350000000000003,0.91625,0.066225,2.1138749999999998e-05,2.7025000000000006,67.575,0.0473375,2107.5,0.023925,1.0247355735985393
num-700000,stress:cpu_3_io_0_vm_2_vmbytes_128K,11312.5,1.05,1.2312500000000002,0.652625,21400.0,2.4650000000000003,61.599999999999994,1.88875,0.1444125,6.7525e-06,0.9415,0.00748625,3.515e-07,3.77625,94.425,0.005018750000000001,2171.25,0.001041375,1.284229812361602
num-1000000,svm:batch-5-learning-67-regular-12,6655.0,1.06125,0.205625,0.39625000000000005,3456.25,0.41125,10.28375,0.718375,8.889625,0.002170625,0.57625,3.389625,0.000912625,1.434875,35.9125,3.03775,2100.0,2.04,1.238330933806979
num-1000000,stress:cpu_5_io_1_vm_4_vmbytes_1M,17512.5,1.05,1.18,1.045,19837.5,2.35875,58.9875,1.1337499999999998,191.75,0.009625,0.9984999999999999,0.27825,1.4383750000000001e-05,2.2687500000000003,56.69999999999999,0.0801,2100.0,0.0508,1.6467363290028838
num-1000000,svm:batch-3-learning-89-regular-67,4111.25,1.06375,0.16574999999999998,0.24462500000000004,2786.25,0.3315,8.28875,0.8342499999999999,4.191249999999999,0.001473375,0.568125,1.689875,0.000641125,1.6695000000000002,41.724999999999994,2.02575,2100.0,1.86125,1.133081893834869
num-1000000,stress:cpu_0_io_1_vm_2_vmbytes_128K,5015.0,1.05,0.428875,0.297625,7225.0,0.857875,21.475,1.4400000000000002,4.95125,0.000685,0.9986249999999999,0.005718749999999999,7.91625e-07,2.88375,72.075,0.005758750000000001,2105.0,0.0019549999999999997,1.0413991433864793
num-1000000,ferret:eyes-2-pyramid-16-selectivity-1,2301.25,1.057125,0.18125,0.13425,3110.0,0.36224999999999996,9.0625,1.3499999999999999,0.7077500000000001,0.000231625,0.9357500000000001,0.0497375,1.6485e-05,2.7012500000000004,67.49999999999999,0.035050000000000005,2143.75,0.014103750000000002,1.0243149721750575
num-1000000,stress:cpu_4_io_0_vm_1_vmbytes_256K,11037.5,1.05,1.2049999999999998,0.6523749999999999,20350.0,2.4050000000000002,60.199999999999996,1.8462500000000002,11.2325,0.00054725,0.9994999999999999,0.00604125,2.9625e-07,3.69,92.2625,0.0041125,2113.75,0.0009202500000000001,1.2555446120635319
num-1000000,ferret:eyes-2-pyramid-20-selectivity-2,2265.0,1.07,0.18187499999999998,0.134625,3063.75,0.363625,9.09375,1.3525,0.5561250000000001,0.00018150000000000002,0.9500000000000001,0.0313325,1.021125e-05,2.70375,67.5625,0.02156375,2105.0,0.008908749999999998,1.0206472613666693
num-1000000,stress:cpu_5_io_3_vm_0_vmbytes_128K,12862.5,1.0487499999999998,1.3262500000000002,0.7634999999999998,22375.0,2.6525,66.3125,1.7449999999999997,7.342125000000001,0.0003279,0.993125,0.006996249999999999,3.12625e-07,3.4887500000000005,87.2375,0.0066175,2107.5,0.0021025,1.3642597287318068
num-1000000,facedetect:eyes-1-pyramid-9-selectivity-0,2273.75,1.06875,0.184125,0.135625,3091.25,0.36787499999999995,9.197500000000002,1.3587500000000003,0.7675,0.00024812500000000003,0.941,0.045849999999999995,1.4796250000000001e-05,2.716250000000001,67.94999999999999,0.039625,2100.0,0.0218375,1.0266534018937132
num-1000000,stress:cpu_3_io_0_vm_2_vmbytes_128K,10987.5,1.05,1.235,0.653,20737.5,2.4687500000000004,61.699999999999996,1.8900000000000001,0.927875,4.475e-05,0.989625,0.010157500000000002,4.91175e-07,3.7800000000000002,94.52499999999999,0.00722875,2101.25,0.0015890000000000001,1.1795116420497866
num-300000,svm:batch-5-learning-67-regular-12,6678.75,1.06125,0.205725,0.39775000000000005,3457.5,0.41150000000000003,10.291249999999998,0.717875,9.15,0.0022263749999999996,0.5817500000000001,3.4487500000000004,0.0009080000000000001,1.4370000000000003,35.925,3.023125,2100.0,2.0300000000000002,1.2405731581572494
num-300000,stress:cpu_5_io_1_vm_4_vmbytes_1M,17512.5,1.05,1.2062499999999998,1.045,20325.0,2.41625,60.425000000000004,1.16125,245.125,0.01198375,0.9989999999999999,0.22712500000000002,1.111625e-05,2.3225,58.074999999999996,0.0659,2101.25,0.0420125,1.6327013533363528
num-300000,svm:batch-3-learning-89-regular-67,4123.75,1.06375,0.16589999999999996,0.24525,2785.0,0.33149999999999996,8.27375,0.8305,4.304250000000001,0.0015345,0.56725,1.7752499999999998,0.0006821249999999999,1.663,41.5625,2.02525,2100.0,1.8575000000000004,1.0894082895516946
num-300000,stress:cpu_0_io_1_vm_2_vmbytes_128K,4833.75,1.05,0.44675,0.28600000000000003,7555.0,0.8935,22.337500000000002,1.5650000000000002,3.06875,0.0004055,0.97475,0.0447625,5.998000000000001e-06,3.125,78.1625,0.0246175,2113.75,0.005935,1.0429549908017375
num-300000,ferret:eyes-2-pyramid-16-selectivity-1,2290.0,1.06875,0.18400000000000002,0.135875,3100.0,0.36762500000000004,9.195,1.35375,0.7601249999999999,0.00024399999999999997,0.960375,0.0315125,1.018875e-05,2.7087499999999993,67.69999999999999,0.020518750000000002,2105.0,0.00965125,1.0182670313215403
num-300000,stress:cpu_4_io_0_vm_1_vmbytes_256K,11350.0,1.05,1.1874999999999998,0.6523749999999999,20612.5,2.36875,59.27499999999999,1.8175000000000001,8.97625,0.0004355,0.999375,0.005637499999999999,2.76375e-07,3.6349999999999993,90.8625,0.0036399999999999996,2173.75,0.0008098750000000002,1.2115043729118533
num-300000,ferret:eyes-2-pyramid-20-selectivity-2,2347.5,1.06875,0.186,0.13975,3127.5,0.37224999999999997,9.2975,1.3350000000000002,0.828,0.00025775,0.94,0.069625,2.0878749999999997e-05,2.67,66.7625,0.04804375,2100.0,0.01768625,1.015372118775291
num-300000,stress:cpu_5_io_3_vm_0_vmbytes_128K,12400.0,1.05,1.3375,0.7373749999999999,22487.5,2.67625,66.8875,1.81875,6.148749999999999,0.0002744375,0.9935,0.009485,4.2125e-07,3.6412500000000003,91.0,0.00836375,2100.0,0.0021662499999999998,1.3256995009785077
num-300000,facedetect:eyes-1-pyramid-9-selectivity-0,2273.75,1.06875,0.18274999999999997,0.13487500000000002,3083.75,0.365625,9.135,1.3537500000000002,0.727,0.00023574999999999998,0.94475,0.0413125,1.3368750000000001e-05,2.7125000000000004,67.775,0.03655,2108.75,0.021125,1.019555940176856
num-300000,stress:cpu_3_io_0_vm_2_vmbytes_128K,11200.0,1.05,1.235,0.6523749999999999,21250.0,2.4725,61.8125,1.8975000000000002,1.81,8.520000000000001e-05,0.997,0.00547075,2.611125e-07,3.7899999999999996,94.76249999999999,0.00379975,2151.25,0.0008548750000000001,1.3336630856424878
num-100000,svm:batch-5-learning-67-regular-12,6670.0,1.06125,0.20455,0.39712499999999995,3438.75,0.40924999999999995,10.241249999999999,0.714,9.067749999999998,0.002223625,0.571,3.509625,0.0009556250000000001,1.4274999999999998,35.7125,3.0340000000000003,2100.0,2.0375,1.0605372162722497
num-100000,stress:cpu_5_io_1_vm_4_vmbytes_1M,17512.5,1.05,1.27,1.045,21362.5,2.5425,63.5125,1.2224999999999997,279.875,0.013075,1.0,0.0151075,7.155000000000001e-07,2.4412499999999997,61.075,0.010447500000000002,2100.0,0.0036562500000000006,1.6707235930433662
num-100000,svm:batch-3-learning-89-regular-67,4127.5,1.06375,0.1661875,0.24550000000000002,2797.5,0.33262499999999995,8.32,0.8334999999999999,4.293,0.0015455,0.57375,1.7599999999999998,0.0006815,1.669,41.6875,2.0307500000000003,2100.0,1.8662500000000002,1.0496947073293874
num-100000,stress:cpu_0_io_1_vm_2_vmbytes_128K,4900.0,1.05,0.39425,0.29037500000000005,6652.5,0.78825,19.7125,1.3575,11.006250000000001,0.0016524999999999999,0.996875,0.0327775,4.98875e-06,2.71625,67.8875,0.024637500000000003,2106.25,0.005564999999999999,1.0514326841477695
num-100000,ferret:eyes-2-pyramid-16-selectivity-1,2251.25,1.07,0.1825,0.134125,3067.5,0.365125,9.1275,1.36125,0.53675,0.000175375,0.9547500000000001,0.027562499999999997,8.9975e-06,2.72375,68.0875,0.017130000000000003,2100.0,0.009065,1.0290467392121687
num-100000,stress:cpu_4_io_0_vm_1_vmbytes_256K,11012.5,1.05,1.2887499999999998,0.6525,21775.0,2.5824999999999996,64.5375,1.9787500000000002,30.2375,0.0013874999999999998,0.999875,0.006862999999999999,3.1400000000000003e-07,3.9575000000000005,98.92500000000001,0.0043325,2108.75,0.001006625,1.2189558603946675
num-100000,ferret:eyes-2-pyramid-20-selectivity-2,2282.5,1.06875,0.18274999999999997,0.1355,3081.25,0.365625,9.141250000000001,1.3487500000000001,0.658625,0.00021025,0.9574999999999999,0.0299875,9.523750000000002e-06,2.69625,67.45,0.018981249999999998,2105.0,0.00835375,1.02189266416732
num-100000,stress:cpu_5_io_3_vm_0_vmbytes_128K,12600.0,1.05,1.3125000000000002,0.7489999999999999,22062.5,2.6212500000000003,65.61250000000001,1.7537499999999997,7.661250000000001,0.00034700000000000003,0.9978750000000001,0.004356125000000001,1.9795e-07,3.51125,87.7375,0.00527125,2101.25,0.00184,1.3267629523799294
