Unit,MV,Augmented_MV,Budget,Exec_Time,OverBudget,RC_TIME,RC_NUM,RC_by_budget,SUCCESS,overhead_pctg
1,70.0885420289552,70.0885420289552,22.92,21.907222032547,False,18,1,1,1,0.000821646851128
1,70.0885420289552,70.0885420289552,22.92,21.9189357757568,False,34,1,1,1,0.001551170200408
2,70.0885420289552,70.0885420289552,22.92,21.8661069869995,False,32,1,1,1,0.001463452091359
2,70.0885420289552,70.0885420289552,22.92,21.9154868125916,False,30,1,1,1,0.001368894985384
3,70.2006276998048,70.2006276998048,22.92,22.0778288841248,False,66,2,2,1,0.002989424383457
3,70.1104550975913,70.1104550975913,22.92,22.0944578647614,False,65,2,2,1,0.002941914230159
4,70.1743424214811,70.1743424214811,22.92,22.0725090503693,False,63,2,2,1,0.002854229206849
4,70.1743424214811,70.1743424214811,22.92,22.0700991153717,False,63,2,2,1,0.002854540873182
5,70.0885420289552,70.0885420289552,22.92,21.9244518280029,False,34,1,1,1,0.001550779935878
5,70.0885420289552,70.0885420289552,22.92,21.9261136054993,False,31,1,1,1,0.001413839249297
6,70.1729535099673,70.1729535099673,22.92,22.0757400989532,False,66,2,2,1,0.0029897072399
6,70.2488260467646,70.2488260467646,22.92,22.0839636325836,False,68,2,2,1,0.003079157398162
7,70.1957925196126,70.1957925196126,22.92,22.0784032344818,False,66,2,2,1,0.002989346616196
7,70.1886424869116,70.1886424869116,22.92,22.0544378757477,False,46,2,2,1,0.002085748014035
8,70.1524293528451,70.1524293528451,22.92,22.0627295970917,False,47,2,2,1,0.002130289445518
8,70.3389986489782,70.3389986489782,22.92,22.0671439170837,False,62,2,2,1,0.002809606908486
9,70.094077222393,70.094077222393,22.92,22.0582940578461,False,65,2,2,1,0.002946737396353
9,70.0911024797222,70.0911024797222,22.92,22.0617733001709,False,68,2,2,1,0.00308225449853
10,70.0911024797222,70.0911024797222,22.92,22.0652248859405,False,61,2,2,1,0.002764531080708
10,70.094077222393,70.094077222393,22.92,22.0575501918793,False,65,2,2,1,0.002946836771743
20,70.0409285297496,70.0409285297496,22.92,22.0638773441315,False,66,2,2,1,0.002991314671061
20,70.0729385353469,70.0729385353469,22.92,22.0606319904327,False,63,2,2,1,0.002855765874129
30,70.1307641998881,70.1307641998881,22.92,22.0522396564484,False,117,3,3,1,0.005305583551727
30,70.1217635975411,70.1217635975411,22.92,22.0736346244812,False,95,3,3,1,0.00430377695455
40,70.0540541082262,70.0540541082262,22.92,22.0416362285614,False,48,2,2,1,0.002177696769072
40,70.0871531174272,70.0871531174272,22.92,22.0570006370544,False,75,3,3,1,0.003400280991696
50,70.1269982528174,70.1269982528174,22.92,22.0419852733612,False,46,2,2,1,0.002086926355749
50,70.0885420289552,70.0885420289552,22.92,22.0419301986694,False,33,1,1,1,0.001497146561239
11,70.1104550975913,70.1104550975913,22.92,22.1257421970367,False,49,2,2,1,0.002214614974885
11,70.0729385353469,70.0729385353469,22.92,22.0678670406342,False,67,2,2,1,0.003036088620465
12,70.24836307626,70.24836307626,22.92,22.0770285129547,False,68,2,2,1,0.003080124662615
12,70.0729385353469,70.0729385353469,22.92,22.0438117980957,False,48,2,2,1,0.002177481845683
13,70.042293463402,70.042293463402,22.92,22.0643706321716,False,65,2,2,1,0.002945925858643
13,70.1808908110877,70.1808908110877,22.92,22.0848531723022,False,60,2,2,1,0.002716794154432
14,70.094077222393,70.094077222393,22.92,22.0632016658783,False,66,2,2,1,0.002991406279084
14,70.1273498993515,70.1273498993515,22.92,22.0653574466705,False,67,2,2,1,0.003036433928702
15,70.141546233927,70.141546233927,22.92,22.0623562335968,False,65,2,2,1,0.002946194835755
15,69.8333311198525,69.8333311198525,22.92,22.0665731430054,False,97,3,3,1,0.004395789023125
16,70.0823179372492,70.0823179372492,22.92,22.0598397254944,False,47,2,2,1,0.002130568516583
16,70.0497368045205,70.0497368045205,22.92,22.0538439750671,False,97,3,3,1,0.004398326210599
17,70.0540541082262,70.0540541082262,22.92,22.0370373725891,False,46,2,2,1,0.002087394926199
17,70.0409285297496,70.0409285297496,22.92,22.0541620254517,False,64,2,2,1,0.002901946577074
18,70.2454888444208,70.2454888444208,22.92,22.0693025588989,False,66,2,2,1,0.002990579327274
18,70.0759002602354,70.0759002602354,22.92,22.0781898498535,False,64,2,2,1,0.002898788371476
19,70.0745029773913,70.0745029773913,22.92,22.0638093948364,False,63,2,2,1,0.002855354615905
19,70.2673515816201,70.2673515816201,22.92,22.0642595291138,False,64,2,2,1,0.002900618528147
20,70.0745029773913,70.0745029773913,22.92,22.0541801452637,False,64,2,2,1,0.002901944192822
20,70.0729385353469,70.0729385353469,22.92,22.065055847168,False,64,2,2,1,0.002900513846114
