layer,1,particle,1,1598.5
layer,2,particle,1,1264.6
layer,3,particle,1,978.9
layer,4,particle,1,698.3
layer,5,particle,1,408.4
layer,1,particle,2,1502.1
layer,2,particle,2,1230.4
layer,3,particle,2,956.3
layer,4,particle,2,682.5
layer,1,particle,3,1471.6
layer,2,particle,3,1203.4
layer,3,particle,3,936.3
layer,4,particle,3,668.4
layer,1,particle,4,1435
layer,2,particle,4,1176.9
layer,3,particle,4,912.8
layer,4,particle,4,654
layer,1,particle,5,1400.9
layer,2,particle,5,1146.1
layer,3,particle,5,889.9
layer,4,particle,5,639.9
layer,1,particle,6,1363.5
layer,2,particle,6,1115.2
layer,3,particle,6,870.5
layer,4,particle,6,624.2
layer,1,particle,7,1328.1
layer,2,particle,7,1086.4
layer,3,particle,7,846
layer,4,particle,7,607.1
layer,1,particle,8,1288.3
layer,2,particle,8,1057.9
layer,3,particle,8,825.6
layer,4,particle,8,593.4
layer,1,particle,9,1255.5
layer,2,particle,9,1030.3
layer,3,particle,9,802.5
layer,4,particle,9,578.5
layer,1,particle,10,1222.2
layer,2,particle,10,1005.7
layer,3,particle,10,783.8
layer,4,particle,10,567.3
layer,1,particle,11,1187.8
layer,2,particle,11,975.6
layer,3,particle,11,763.4
layer,1,particle,12,1149.7
layer,2,particle,12,947.5
layer,3,particle,12,738.3
layer,1,particle,13,1113.5
layer,2,particle,13,914
layer,3,particle,13,717.5
layer,1,particle,14,1074.9
layer,2,particle,14,884.3
layer,3,particle,14,695.7
layer,1,particle,15,1039.7
layer,2,particle,15,855.9
layer,3,particle,15,671.5
layer,1,particle,16,1001.2
layer,2,particle,16,828.5
layer,3,particle,16,651
layer,1,particle,17,968.8
layer,2,particle,17,798.5
layer,3,particle,17,629.4
layer,1,particle,18,928.4
layer,2,particle,18,767.5
layer,3,particle,18,608.5
layer,1,particle,19,896.3
layer,2,particle,19,741.4
layer,3,particle,19,585.3
layer,1,particle,20,861.1
layer,2,particle,20,713.3
layer,3,particle,20,563.5
layer,1,particle,21,822.6
layer,2,particle,21,682.5
layer,1,particle,22,789.4
layer,2,particle,22,653.6
layer,1,particle,23,749.6
layer,2,particle,23,626.1
layer,1,particle,24,715.9
layer,2,particle,24,595.7
layer,1,particle,25,679.8
layer,2,particle,25,566.9
layer,1,particle,26,642.9
layer,2,particle,26,540.8
layer,1,particle,27,608.2
layer,2,particle,27,510.7
layer,1,particle,28,573.2
layer,2,particle,28,481.2
layer,1,particle,29,539.4
layer,2,particle,29,452.9
layer,1,particle,30,501.3
layer,2,particle,30,423.1
layer,1,particle,31,463.7
layer,2,particle,31,394.7
layer,1,particle,32,429.1
layer,2,particle,32,366.4
layer,1,particle,33,394.2
layer,2,particle,33,338.5
layer,1,particle,34,358.8
layer,2,particle,34,309.3
layer,1,particle,35,322.7
layer,2,particle,35,280.8
layer,1,particle,36,288.3
layer,2,particle,36,252.2
layer,1,particle,37,250.7
layer,2,particle,37,223.4
layer,1,particle,38,215.7
layer,2,particle,38,194.4
layer,1,particle,39,180.2
layer,2,particle,39,166.6
layer,1,particle,40,144.5
layer,2,particle,40,138.9
