probe,6,hash,7,iteration,25,81.5,80.7166536724,0.0096116114
probe,6,hash,8,iteration,9,65.3333,64.7619426551,0.0087452699
probe,14,hash,5,iteration,12,69.7,68.0316116714,0.0239367049
probe,20,hash,5,iteration,14,76.1,73.8885901939,0.0290592616
probe,20,hash,6,iteration,19,86.1333,84.7415779229,0.0161577703
probe,20,hash,4,iteration,25,79.6667,79.685269836,0.0002330941
probe,4,hash,7,iteration,14,68.1333,66.2773336687,0.0272402237
probe,14,hash,5,iteration,14,73.0333,70.1098362125,0.0400291893
probe,8,hash,8,iteration,12,72.6667,73.0305719824,0.0050074103
probe,20,hash,7,iteration,17,88.0333,86.3823279195,0.0187539497
probe,4,hash,7,iteration,17,71.9667,69.3872106489,0.0358428183
probe,6,hash,7,iteration,12,68.3,67.2340549133,0.0156068095
probe,20,hash,7,iteration,14,84.1,83.2605152847,0.0099819823
probe,18,hash,7,iteration,25,93.7667,93.1236351191,0.0068581371
probe,16,hash,5,iteration,12,71.8667,69.2902016939,0.035851073
probe,14,hash,5,iteration,17,76.2667,73.2271729766,0.0398539208
probe,14,hash,8,iteration,17,85.9333,84.8879355537,0.0121648354
probe,20,hash,4,iteration,14,69.1667,68.23862351,0.0134179669
probe,12,hash,8,iteration,25,91.3667,91.4580714369,0.0010000518
probe,4,hash,7,iteration,22,76.6667,74.5703389493,0.0273438279
probe,12,hash,7,iteration,14,78.1333,76.9482913449,0.0151664995
probe,14,hash,5,iteration,19,78.4667,75.305397486,0.0402884601
probe,8,hash,8,iteration,17,79.2,78.2186735042,0.0123904861
probe,4,hash,7,iteration,7,57.3333,55.7408671309,0.0277750081
probe,10,hash,8,iteration,4,63.1667,62.6667002888,0.0079155585
probe,6,hash,7,iteration,17,74.6333,72.4196698402,0.0296600868
probe,18,hash,4,iteration,12,65.5667,65.058060695,0.0077575859
probe,20,hash,7,iteration,19,90.1,88.4635363427,0.0181627487
probe,18,hash,4,iteration,14,68.7333,67.1382745118,0.0232060077
probe,18,hash,6,iteration,14,79.5667,78.1197365425,0.0181855407
probe,14,hash,5,iteration,22,81.1333,78.42273425,0.0334087945
probe,6,hash,8,iteration,2,53.1333,52.9099601619,0.0042033873
probe,20,hash,4,iteration,19,74.8667,73.4416445673,0.0190345699
probe,18,hash,8,iteration,25,97.1,96.6863579035,0.0042599598
probe,4,hash,8,iteration,9,62.4667,61.5742263531,0.0142871906
probe,20,hash,7,iteration,25,95.2667,94.7071616124,0.005873389
probe,2,hash,8,iteration,14,66.2,65.5352039201,0.0100422369
probe,16,hash,6,iteration,25,88.9333,88.1366215302,0.0089581571
probe,20,hash,6,iteration,14,80.2,79.5385568652,0.0082474206
probe,8,hash,8,iteration,19,81.3667,80.2939141002,0.0131845817
probe,4,hash,8,iteration,12,67.2,66.6521554648,0.0081524484
probe,6,hash,7,iteration,22,79.2667,77.6052847353,0.0209598137
probe,20,hash,7,iteration,7,73.5667,72.6961988862,0.0118328145
probe,20,hash,8,iteration,4,71.8667,71.3282925658,0.0074917512
probe,10,hash,8,iteration,14,79.0667,78.2960155069,0.0097472703
probe,16,hash,6,iteration,9,70.6333,69.5348161883,0.0155519254
probe,6,hash,7,iteration,9,63.3,62.1546338449,0.0180942521
probe,20,hash,3,iteration,25,73.9,74.5259849318,0.0084707027
probe,6,hash,8,iteration,4,57.0333,56.2962408742,0.0129233119
probe,20,hash,5,iteration,25,87.0667,85.3352365205,0.0198866327
probe,8,hash,8,iteration,4,59.7333,59.4814705815,0.0042158966
probe,20,hash,3,iteration,22,71.9,71.4041722976,0.0068960737
probe,20,hash,4,iteration,22,77.5333,76.5634572017,0.0125087259
probe,4,hash,8,iteration,17,73.6333,71.8352837972,0.0244185199
probe,16,hash,6,iteration,12,75.6333,74.6216970406,0.0133751001
probe,4,hash,8,iteration,2,50.4,49.7257250925,0.0133784704
probe,8,hash,8,iteration,22,84.0667,83.4067749943,0.0078500168
probe,20,hash,8,iteration,25,98.4,98.429120059,0.0002959356
probe,16,hash,6,iteration,14,78.1667,76.7009162198,0.0187520233
probe,16,hash,5,iteration,14,74.4333,71.369420873,0.0411627474
probe,16,hash,4,iteration,14,67.7,66.0379255136,0.0245505833
probe,14,hash,7,iteration,22,87.9333,86.8392453682,0.0124418694
probe,20,hash,8,iteration,12,84.9,84.9012652758,1.49031301697E-05
probe,6,hash,8,iteration,7,62.1333,61.3756619427,0.0121937521
probe,16,hash,6,iteration,17,82.8333,79.8197449408,0.036380961
probe,12,hash,5,iteration,25,82.2667,80.2750158453,0.0242100893
probe,20,hash,8,iteration,14,87.6,86.9824737308,0.0070493866
probe,16,hash,8,iteration,9,77.4333,76.3417904045,0.0140961265
probe,18,hash,6,iteration,25,90.2333,89.5609123613,0.0074516574
probe,12,hash,7,iteration,7,67.3667,66.3978998768,0.0143809942
probe,4,hash,8,iteration,22,78.4333,77.0184120979,0.0180393774
probe,10,hash,7,iteration,25,87.2,86.789529158,0.0047072344
probe,16,hash,6,iteration,19,84.1,81.8989640881,0.0261716517
probe,12,hash,7,iteration,25,88.9,88.3730556392,0.0059273831
probe,18,hash,4,iteration,17,72.0333,70.2585951893,0.0246372832
probe,4,hash,8,iteration,7,59.1,58.1889402786,0.0154155621
probe,18,hash,6,iteration,17,82.8667,81.2400572203,0.0196296314
probe,10,hash,7,iteration,17,80.3,78.4845882227,0.0226078677
probe,20,hash,5,iteration,19,82.0333,79.0916112514,0.0358596905
probe,18,hash,4,iteration,25,78.9667,78.5794503295,0.0049039617
probe,8,hash,7,iteration,9,65.8,65.1831144847,0.0093751598
probe,16,hash,6,iteration,22,86.8,85.0177928092,0.0205323409
probe,20,hash,8,iteration,2,67.9667,67.9350493883,0.0004656782
probe,18,hash,6,iteration,9,71.7,70.9511499163,0.0104442132
probe,20,hash,6,iteration,7,69.4667,68.974240467,0.0070891453
probe,16,hash,6,iteration,7,67.3667,66.1435622868,0.0181564143
probe,10,hash,7,iteration,14,76.4333,75.370235372,0.0139083963
probe,20,hash,8,iteration,7,76.9333,76.418157332,0.0066959648
probe,4,hash,8,iteration,19,75.8333,73.9085351175,0.0253815261
probe,18,hash,6,iteration,12,76.4,76.0395227255,0.0047182889
probe,12,hash,5,iteration,17,75.3333,71.9660963593,0.0446974132
probe,2,hash,8,iteration,19,72.4,70.7158456261,0.0232618007
probe,8,hash,7,iteration,14,73.2,72.3392681376,0.011758632
probe,16,hash,7,iteration,25,92.6,91.5401086258,0.0114459112
probe,10,hash,8,iteration,25,89.7,89.7153092934,0.0001706722
probe,14,hash,6,iteration,25,86.8667,86.7123306992,0.0017770826
probe,20,hash,2,iteration,22,67.2,66.2448873936,0.0142129852
probe,16,hash,7,iteration,9,74.2667,72.9383032831,0.0178868418
probe,12,hash,8,iteration,12,77.9,77.9560772385,0.0007198619
probe,20,hash,8,iteration,22,96.1667,95.3073074241,0.0089364882
probe,16,hash,8,iteration,22,93.5333,91.8247670266,0.0182665743
probe,16,hash,5,iteration,17,78.1333,74.4882495938,0.0466516889
probe,14,hash,6,iteration,9,68.4333,68.1184824603,0.004600356
probe,14,hash,8,iteration,19,88.0667,86.9661600634,0.0124966637
probe,12,hash,8,iteration,7,70,69.4829156736,0.0073869189
probe,16,hash,7,iteration,12,79.0667,78.0251841356,0.0131726234
probe,4,hash,7,iteration,19,74,71.4604619691,0.0343180815
probe,10,hash,8,iteration,7,68.4667,67.749105271,0.0104809306
probe,6,hash,7,iteration,14,70.7667,69.3083009031,0.0206085503
probe,8,hash,7,iteration,19,79.1333,77.5273696274,0.0202939897
probe,14,hash,6,iteration,12,73.1333,73.2038713558,0.0009649688
probe,12,hash,7,iteration,9,70.5,69.7871645027,0.0101111418
probe,20,hash,2,iteration,25,69.3667,69.3667000277,3.98703809505E-10
probe,18,hash,8,iteration,12,83.6333,83.1649682664,0.0055998237
probe,14,hash,6,iteration,14,76.1,75.2820958971,0.0107477543
probe,12,hash,6,iteration,25,85.5333,85.2880398681,0.0028674228
probe,16,hash,7,iteration,14,82.3333,80.1044033148,0.0270716306
probe,6,hash,8,iteration,25,83.7333,83.3239624833,0.0048885869
probe,16,hash,7,iteration,17,85.4667,83.223232036,0.0262496149
probe,20,hash,4,iteration,12,66.1667,66.1574150553,0.0001403265
probe,12,hash,6,iteration,7,64.2667,63.3128841066,0.0148415259
probe,14,hash,6,iteration,17,79.7667,78.3994326613,0.0171408287
probe,18,hash,5,iteration,19,81.3,77.8295399963,0.0426870849
