642.0411217 layer 5 particle 40
939.8045335 layer 4 particle 40
966.1193478 layer 3 particle 40
969.3748731 layer 2 particle 40
950.0257494 layer 1 particle 40
670.362703 layer 5 particle 39
932.5600213 layer 4 particle 39
962.8599719 layer 3 particle 39
965.9133805 layer 2 particle 39
863.3226107 layer 1 particle 39
652.3313172 layer 5 particle 38
949.2349111 layer 4 particle 38
953.8630374 layer 3 particle 38
955.3949241 layer 2 particle 38
969.7359246 layer 1 particle 38
721.3544452 layer 5 particle 37
964.6029107 layer 4 particle 37
962.7149182 layer 3 particle 37
967.5586974 layer 2 particle 37
971.998138 layer 1 particle 37
719.878846 layer 5 particle 36
962.2585886 layer 4 particle 36
957.7130551 layer 3 particle 36
973.3309309 layer 2 particle 36
970.5019565 layer 1 particle 36
740.2214263 layer 5 particle 35
943.0311842 layer 4 particle 35
968.1968034 layer 3 particle 35
972.6066174 layer 2 particle 35
967.6390397 layer 1 particle 35
719.1767704 layer 5 particle 34
952.6219691 layer 4 particle 34
962.6406874 layer 3 particle 34
975.801782 layer 2 particle 34
972.0167715 layer 1 particle 34
705.1267238 layer 5 particle 33
968.8787615 layer 4 particle 33
952.0535659 layer 3 particle 33
960.1225802 layer 2 particle 33
892.8633594 layer 1 particle 33
656.689385 layer 5 particle 32
959.4096996 layer 4 particle 32
962.0703612 layer 3 particle 32
972.6892493 layer 2 particle 32
969.616497 layer 1 particle 32
707.0565132 layer 5 particle 31
953.9280689 layer 4 particle 31
975.6838931 layer 3 particle 31
971.8828289 layer 2 particle 31
968.5681213 layer 1 particle 31
738.2348706 layer 5 particle 30
950.6689309 layer 4 particle 30
969.0054269 layer 3 particle 30
976.2433706 layer 2 particle 30
974.0527002 layer 1 particle 30
716.7258577 layer 5 particle 29
968.8481031 layer 4 particle 29
968.18595 layer 3 particle 29
971.6579867 layer 2 particle 29
973.1721183 layer 1 particle 29
683.5869136 layer 5 particle 28
957.3509496 layer 4 particle 28
965.1741154 layer 3 particle 28
964.0539445 layer 2 particle 28
962.861383 layer 1 particle 28
712.1875016 layer 5 particle 27
965.4647607 layer 4 particle 27
969.7264196 layer 3 particle 27
968.1594878 layer 2 particle 27
