layer,5,particle,4000,301.033
layer,4,particle,4000,245.033
layer,3,particle,4000,188.5
layer,2,particle,4000,133.233
layer,1,particle,4000,79
layer,5,particle,3900,293.533
layer,4,particle,3900,239.733
layer,3,particle,3900,186.433
layer,2,particle,3900,131
layer,5,particle,3800,290.467
layer,4,particle,3800,235.267
layer,3,particle,3800,180.833
layer,2,particle,3800,129.467
layer,5,particle,3700,282.6
layer,4,particle,3700,230.8
layer,3,particle,3700,178
layer,2,particle,3700,125.367
layer,5,particle,3600,274.767
layer,4,particle,3600,224.8
layer,3,particle,3600,172.833
layer,2,particle,3600,123.567
layer,5,particle,3500,267.533
layer,4,particle,3500,218.033
layer,3,particle,3500,169.1
layer,2,particle,3500,120
layer,5,particle,3400,260.633
layer,4,particle,3400,212.367
layer,3,particle,3400,165.3
layer,2,particle,3400,117.233
layer,5,particle,3300,253.4
layer,4,particle,3300,206.167
layer,3,particle,3300,161.167
layer,2,particle,3300,114.333
layer,5,particle,3200,247.8
layer,4,particle,3200,202.433
layer,3,particle,3200,155.933
layer,2,particle,3200,111.333
layer,5,particle,3100,239.467
layer,4,particle,3100,195.8
layer,3,particle,3100,151.233
layer,2,particle,3100,108.6
layer,5,particle,3000,233.1
layer,4,particle,3000,187.533
layer,3,particle,3000,148.733
layer,5,particle,2900,227.1
layer,4,particle,2900,184.8
layer,3,particle,2900,144.267
layer,5,particle,2800,216.133
layer,4,particle,2800,177.5
layer,3,particle,2800,139.667
layer,5,particle,2700,210.033
layer,4,particle,2700,173.6
layer,3,particle,2700,133.867
layer,5,particle,2600,203.167
layer,4,particle,2600,167.367
layer,3,particle,2600,130.567
layer,5,particle,2500,199.4
layer,4,particle,2500,161.167
layer,3,particle,2500,127.433
layer,5,particle,2400,191
layer,4,particle,2400,158.233
layer,3,particle,2400,122.767
layer,5,particle,2300,183.333
layer,4,particle,2300,150.2
layer,3,particle,2300,120.233
layer,5,particle,2200,178.733
layer,4,particle,2200,146.4
layer,3,particle,2200,114.667
layer,5,particle,2100,169.2
layer,4,particle,2100,139.133
layer,3,particle,2100,109.567
layer,5,particle,2000,162.533
layer,4,particle,2000,134.2
layer,5,particle,1900,155.433
layer,4,particle,1900,128.9
layer,5,particle,1800,147.667
layer,4,particle,1800,122.3
layer,5,particle,1700,142.133
layer,4,particle,1700,116.867
layer,5,particle,1600,134.1
layer,4,particle,1600,111.433
layer,5,particle,1500,126.767
layer,4,particle,1500,105.967
layer,5,particle,1400,119.867
layer,4,particle,1400,101.467
layer,5,particle,1300,113.933
layer,4,particle,1300,95.3
layer,5,particle,1200,106.967
layer,4,particle,1200,88.7
layer,5,particle,1100,98.8333
layer,4,particle,1100,83.5667
layer,5,particle,1000,91.2
layer,4,particle,1000,77.5333
layer,5,particle,900,84.5333
layer,4,particle,900,72.4
layer,5,particle,800,78.0333
layer,4,particle,800,66.3
layer,5,particle,700,70.2667
layer,4,particle,700,60.4
layer,5,particle,600,63.6
layer,4,particle,600,54.8333
layer,5,particle,500,56.9667
layer,4,particle,500,50.3667
layer,5,particle,400,50.5333
layer,4,particle,400,45.3
layer,5,particle,300,42.6333
layer,4,particle,300,38.2667
layer,5,particle,200,35.2333
layer,4,particle,200,32.3333
layer,5,particle,100,27.8667
layer,4,particle,100,26.9
