res,720,fr,4,scr,4,conn,0,1865.23
res,720,fr,4,scr,3,conn,0,1775.22
res,720,fr,4,scr,2,conn,0,1707.84
res,720,fr,4,scr,1,conn,0,1633.43
res,720,fr,3,scr,4,conn,1,1755.59
res,720,fr,3,scr,3,conn,1,1668.73
res,720,fr,3,scr,2,conn,1,1613.45
res,720,fr,3,scr,1,conn,1,1523.78
res,320,fr,3,scr,4,conn,1,1788.86
res,320,fr,3,scr,3,conn,1,1674.47
res,320,fr,3,scr,2,conn,1,1581.04
res,320,fr,3,scr,1,conn,1,1525.58
res,320,fr,2,scr,4,conn,1,1668.02
res,320,fr,2,scr,3,conn,1,1576.91
res,320,fr,2,scr,2,conn,1,1478.07
res,320,fr,2,scr,1,conn,1,1384.22
res,240,fr,2,scr,4,conn,1,1613.68
res,240,fr,2,scr,3,conn,1,1523.41
res,240,fr,2,scr,2,conn,1,1443.24
res,240,fr,2,scr,1,conn,1,1345.01
res,240,fr,1,scr,4,conn,1,1536.74
res,240,fr,1,scr,3,conn,1,1444.69
res,240,fr,1,scr,2,conn,1,1337.05
res,240,fr,1,scr,1,conn,1,1261.07
