hashNum,8,iterationNum,25,probeNum,20,155.35
hashNum,8,iterationNum,24,probeNum,20,153.35
hashNum,8,iterationNum,23,probeNum,20,153.45
hashNum,8,iterationNum,22,probeNum,20,150.5
hashNum,8,iterationNum,21,probeNum,20,148.2
hashNum,8,iterationNum,20,probeNum,20,148.2
hashNum,8,iterationNum,19,probeNum,20,145.45
hashNum,8,iterationNum,18,probeNum,20,143.05
hashNum,8,iterationNum,17,probeNum,20,142.15
hashNum,8,iterationNum,16,probeNum,20,139.55
hashNum,8,iterationNum,15,probeNum,20,136.65
hashNum,8,iterationNum,14,probeNum,20,133.9
hashNum,8,iterationNum,13,probeNum,20,131.4
hashNum,8,iterationNum,12,probeNum,20,128.8
hashNum,8,iterationNum,11,probeNum,20,125.8
hashNum,8,iterationNum,10,probeNum,20,122.1
hashNum,8,iterationNum,9,probeNum,20,119.05
hashNum,8,iterationNum,8,probeNum,20,115.65
hashNum,8,iterationNum,7,probeNum,20,112.6
hashNum,8,iterationNum,6,probeNum,20,108.95
hashNum,8,iterationNum,5,probeNum,20,106
hashNum,8,iterationNum,4,probeNum,20,101.5
hashNum,8,iterationNum,3,probeNum,20,97.8
hashNum,8,iterationNum,2,probeNum,20,93.75
hashNum,8,iterationNum,1,probeNum,20,89.65
hashNum,8,iterationNum,25,probeNum,18,153.6
hashNum,8,iterationNum,24,probeNum,18,152.75
hashNum,8,iterationNum,23,probeNum,18,150.55
hashNum,8,iterationNum,22,probeNum,18,149.2
hashNum,8,iterationNum,21,probeNum,18,148.55
hashNum,8,iterationNum,20,probeNum,18,146.1
hashNum,8,iterationNum,19,probeNum,18,144.4
hashNum,8,iterationNum,18,probeNum,18,142.35
hashNum,8,iterationNum,17,probeNum,18,140.05
hashNum,8,iterationNum,16,probeNum,18,137.85
hashNum,8,iterationNum,15,probeNum,18,135.3
hashNum,8,iterationNum,14,probeNum,18,133
hashNum,8,iterationNum,13,probeNum,18,130.1
hashNum,8,iterationNum,12,probeNum,18,127.95
hashNum,8,iterationNum,11,probeNum,18,124.35
hashNum,8,iterationNum,10,probeNum,18,121.8
hashNum,8,iterationNum,9,probeNum,18,118.4
hashNum,8,iterationNum,8,probeNum,18,115.55
hashNum,8,iterationNum,7,probeNum,18,111.25
hashNum,8,iterationNum,6,probeNum,18,107.55
hashNum,8,iterationNum,5,probeNum,18,103.95
hashNum,8,iterationNum,4,probeNum,18,100.65
hashNum,8,iterationNum,3,probeNum,18,97.2
hashNum,8,iterationNum,2,probeNum,18,92.55
hashNum,8,iterationNum,1,probeNum,18,88.55
hashNum,8,iterationNum,25,probeNum,16,152
hashNum,8,iterationNum,24,probeNum,16,150.55
hashNum,8,iterationNum,23,probeNum,16,149.6
hashNum,8,iterationNum,22,probeNum,16,148.3
hashNum,8,iterationNum,21,probeNum,16,146.4
hashNum,8,iterationNum,20,probeNum,16,144.75
hashNum,8,iterationNum,19,probeNum,16,143.2
hashNum,8,iterationNum,18,probeNum,16,141.55
hashNum,8,iterationNum,17,probeNum,16,138.5
hashNum,8,iterationNum,16,probeNum,16,136.65
hashNum,8,iterationNum,15,probeNum,16,134
hashNum,8,iterationNum,14,probeNum,16,131.5
hashNum,8,iterationNum,13,probeNum,16,128.75
hashNum,8,iterationNum,12,probeNum,16,126.55
hashNum,8,iterationNum,11,probeNum,16,123.75
hashNum,8,iterationNum,10,probeNum,16,120
hashNum,8,iterationNum,9,probeNum,16,116.9
hashNum,8,iterationNum,8,probeNum,16,114.15
hashNum,8,iterationNum,7,probeNum,16,110.55
hashNum,8,iterationNum,6,probeNum,16,106.5
hashNum,8,iterationNum,5,probeNum,16,102.95
hashNum,8,iterationNum,4,probeNum,16,99.6
hashNum,8,iterationNum,3,probeNum,16,95.95
hashNum,8,iterationNum,2,probeNum,16,91.7
hashNum,8,iterationNum,1,probeNum,16,87.5
hashNum,8,iterationNum,25,probeNum,14,149.6
hashNum,8,iterationNum,24,probeNum,14,148.25
hashNum,8,iterationNum,23,probeNum,14,147.45
hashNum,8,iterationNum,22,probeNum,14,146.25
hashNum,8,iterationNum,21,probeNum,14,144
hashNum,8,iterationNum,20,probeNum,14,142.5
hashNum,8,iterationNum,19,probeNum,14,140.65
hashNum,8,iterationNum,18,probeNum,14,138.6
hashNum,8,iterationNum,17,probeNum,14,136.25
hashNum,8,iterationNum,16,probeNum,14,134.15
hashNum,8,iterationNum,15,probeNum,14,131.75
hashNum,8,iterationNum,14,probeNum,14,131.65
hashNum,8,iterationNum,13,probeNum,14,129.85
hashNum,8,iterationNum,12,probeNum,14,129.95
hashNum,8,iterationNum,11,probeNum,14,122.2
hashNum,8,iterationNum,10,probeNum,14,119.2
hashNum,8,iterationNum,9,probeNum,14,115.1
hashNum,8,iterationNum,8,probeNum,14,111
hashNum,8,iterationNum,7,probeNum,14,107.55
hashNum,8,iterationNum,6,probeNum,14,106
hashNum,8,iterationNum,5,probeNum,14,102
hashNum,8,iterationNum,4,probeNum,14,99.3
hashNum,8,iterationNum,3,probeNum,14,93.8
hashNum,8,iterationNum,2,probeNum,14,91.25
hashNum,8,iterationNum,1,probeNum,14,87.95
hashNum,8,iterationNum,25,probeNum,12,151.5
hashNum,8,iterationNum,24,probeNum,12,150.2
hashNum,8,iterationNum,23,probeNum,12,150.1
hashNum,8,iterationNum,22,probeNum,12,145.8
hashNum,8,iterationNum,21,probeNum,12,144.25
hashNum,8,iterationNum,20,probeNum,12,142.75
hashNum,8,iterationNum,19,probeNum,12,140.65
hashNum,8,iterationNum,18,probeNum,12,139.6
hashNum,8,iterationNum,17,probeNum,12,137.75
hashNum,8,iterationNum,16,probeNum,12,135.4
hashNum,8,iterationNum,15,probeNum,12,134.1
hashNum,8,iterationNum,14,probeNum,12,129.85
hashNum,8,iterationNum,13,probeNum,12,127.15
hashNum,8,iterationNum,12,probeNum,12,124.1
hashNum,8,iterationNum,11,probeNum,12,123.3
hashNum,8,iterationNum,10,probeNum,12,117.75
hashNum,8,iterationNum,9,probeNum,12,116.35
hashNum,8,iterationNum,8,probeNum,12,111.4
hashNum,8,iterationNum,7,probeNum,12,109.15
hashNum,8,iterationNum,6,probeNum,12,107.75
hashNum,8,iterationNum,5,probeNum,12,101
hashNum,8,iterationNum,4,probeNum,12,99.05
hashNum,8,iterationNum,3,probeNum,12,93.05
hashNum,8,iterationNum,2,probeNum,12,89.5
hashNum,8,iterationNum,1,probeNum,12,85.4
hashNum,8,iterationNum,25,probeNum,10,150.8
