hash,1,itr,1,probe,1,244.786,245.357,err:0.002333
hash,1,itr,2,probe,1,245.786,244.357,err:0.005814
hash,1,itr,3,probe,1,243.357,243.357,err:0.000000
hash,1,itr,4,probe,1,245.929,242.357,err:0.014525
hash,1,itr,5,probe,1,243.286,241.357,err:0.007929
hash,1,itr,6,probe,1,243.857,240.357,err:0.014353
hash,1,itr,7,probe,1,243.429,239.357,err:0.016728
hash,1,itr,8,probe,1,243.429,238.357,err:0.020836
hash,1,itr,9,probe,1,243.929,237.357,err:0.026942
hash,1,itr,10,probe,1,244.929,236.357,err:0.034998
hash,1,itr,11,probe,1,243.857,235.357,err:0.034856
hash,1,itr,12,probe,1,243.786,234.357,err:0.038677
hash,1,itr,13,probe,1,243.286,233.357,err:0.040812
hash,1,itr,14,probe,1,243.214,232.357,err:0.044640
hash,1,itr,15,probe,1,245.071,231.357,err:0.055959
hash,1,itr,16,probe,1,246.214,230.357,err:0.064403
hash,1,itr,17,probe,1,244.143,229.357,err:0.060563
hash,1,itr,18,probe,1,244.286,228.357,err:0.065206
hash,1,itr,19,probe,1,244.429,227.357,err:0.069844
hash,1,itr,20,probe,1,243.714,226.357,err:0.071219
hash,1,itr,21,probe,1,243.143,225.357,err:0.073150
hash,1,itr,22,probe,1,243.143,224.357,err:0.077263
hash,1,itr,23,probe,1,242.357,223.357,err:0.078397
hash,1,itr,24,probe,1,238.143,222.357,err:0.066288
hash,1,itr,1,probe,2,238.571,244.357,err:0.024253
hash,1,itr,2,probe,2,238.5,243.357,err:0.020365
hash,1,itr,3,probe,2,238.929,242.357,err:0.014347
hash,1,itr,4,probe,2,240.286,241.357,err:0.004457
hash,1,itr,5,probe,2,238.643,240.357,err:0.007182
hash,1,itr,6,probe,2,239.786,239.357,err:0.001789
hash,1,itr,7,probe,2,238.929,238.357,err:0.002394
hash,1,itr,8,probe,2,239.214,237.357,err:0.007763
hash,1,itr,9,probe,2,241,236.357,err:0.019266
hash,1,itr,10,probe,2,238.643,235.357,err:0.013770
hash,1,itr,11,probe,2,239.857,234.357,err:0.022930
hash,1,itr,12,probe,2,239.143,233.357,err:0.024195
hash,1,itr,13,probe,2,238.929,232.357,err:0.027506
hash,1,itr,14,probe,2,239.214,231.357,err:0.032845
hash,1,itr,15,probe,2,238.857,230.357,err:0.035586
hash,1,itr,16,probe,2,238.714,229.357,err:0.039198
hash,1,itr,17,probe,2,239.357,228.357,err:0.045956
hash,1,itr,18,probe,2,241.429,227.357,err:0.058286
hash,1,itr,19,probe,2,241.5,226.357,err:0.062704
hash,1,itr,20,probe,2,239.214,225.357,err:0.057927
hash,1,itr,21,probe,2,238.429,224.357,err:0.059020
hash,1,itr,22,probe,2,240.643,223.357,err:0.071833
hash,1,itr,23,probe,2,239.571,222.357,err:0.071853
hash,1,itr,24,probe,2,233.714,221.357,err:0.052872
hash,1,itr,1,probe,3,235.929,243.357,err:0.031484
hash,1,itr,2,probe,3,235.357,242.357,err:0.029742
hash,1,itr,3,probe,3,236.786,241.357,err:0.019304
hash,1,itr,4,probe,3,235.857,240.357,err:0.019079
hash,1,itr,5,probe,3,236.143,239.357,err:0.013610
hash,1,itr,6,probe,3,235.5,238.357,err:0.012132
hash,1,itr,7,probe,3,235.571,237.357,err:0.007582
hash,1,itr,8,probe,3,237,236.357,err:0.002713
hash,1,itr,9,probe,3,236.643,235.357,err:0.005434
hash,1,itr,10,probe,3,235.643,234.357,err:0.005457
hash,1,itr,11,probe,3,236,233.357,err:0.011199
hash,1,itr,12,probe,3,235.857,232.357,err:0.014840
hash,1,itr,13,probe,3,236.929,231.357,err:0.023518
hash,1,itr,14,probe,3,236.429,230.357,err:0.025682
hash,1,itr,15,probe,3,236.571,229.357,err:0.030494
hash,1,itr,16,probe,3,235.429,228.357,err:0.030039
hash,1,itr,17,probe,3,236.5,227.357,err:0.038660
hash,1,itr,18,probe,3,235.357,226.357,err:0.038240
hash,1,itr,19,probe,3,235.643,225.357,err:0.043651
hash,1,itr,20,probe,3,236.214,224.357,err:0.050196
hash,1,itr,21,probe,3,235.429,223.357,err:0.051277
hash,1,itr,22,probe,3,235.143,222.357,err:0.054375
