num,900000,2524.68509674,2602.60806438,-0.0308644304739
num,600000,1687.34350204,1735.07204292,-0.0282862030296
num,400000,1120.42400837,1156.71469528,-0.0323901368055
num,200000,562.596893311,578.357347643,-0.0280137599753
num,700000,2061.11040115,2024.25071674,0.0178834109958
num,500000,1421.77600861,1445.8933691,-0.0169628410835
num,300000,864.953708649,867.536021462,-0.00298549250362
num,100000,288.325095177,289.178673824,-0.00296047295656
num,1000000,2891.87209606,2891.7867382,2.95164728499e-05
num,800000,2565.61667919,2313.42939056,0.0982949988897
