Unit,MV,Augmented_MV,Budget,Exec_Time,OverBudget,RC_TIME,RC_NUM,RC_by_budget,SUCCESS,overhead_pctg
1,91.6793788686533,0,89.6,107.149038314819,True,19,1,1,1,0.000177323103397
1,91.6793788686533,0,89.6,106.892184495926,True,42,1,1,1,0.000392919278412
2,91.4206005853671,0,89.6,113.066138744354,True,76,2,2,1,0.00067217294978
2,91.4206005853671,0,89.6,113.668215751648,True,81,2,2,1,0.000712600259135
3,91.4206005853671,0,89.6,112.781864881516,True,127,3,3,0,0.001126067565326
3,91.4206005853671,0,89.6,112.069070100784,True,102,3,3,0,0.000910152996793
4,91.8616168738839,0,89.6,107.853270530701,True,135,4,4,1,0.001251700568149
4,92.6453649794187,0,89.6,107.184621810913,True,160,4,4,1,0.00149275145349
5,91.5997492313354,0,89.6,102.141591787338,True,156,4,4,1,0.001527291647508
5,92.2966679386853,0,89.6,104.510629653931,True,152,4,4,1,0.001454397514428
6,90.6878138084904,0,89.6,99.5087623596191,True,203,5,5,1,0.002040021352757
6,90.6878138084904,0,89.6,99.5665373802185,True,199,5,5,1,0.00199866345899
7,91.1266865678318,0,89.6,95.983912229538,True,190,4,5,1,0.001979498392873
7,90.557658389432,0,89.6,97.4991321563721,True,235,5,6,1,0.002410277864044
8,91.4459042892058,0,89.6,110.501259565353,True,242,5,6,1,0.002190020285306
8,91.5396338179147,0,89.6,111.913379669189,True,241,5,6,1,0.002153451184411
9,91.5396338179147,91.5396338179147,89.6,91.9550979137421,False,293,5,7,0,0.003186337752311
9,91.5472041613886,0,89.6,110.851774692535,True,257,6,7,1,0.002318411236201
10,90.9678311774811,0,89.6,97.4734311103821,True,280,6,7,1,0.002872577653319
10,91.1237985272314,0,89.6,94.3918414115906,True,277,5,7,1,0.002934575656726
11,91.1816439458526,0,89.6,97.0793282985687,True,310,6,8,1,0.003193264780805
11,91.1816439458526,0,89.6,96.8077578544617,True,333,6,8,1,0.00343980696775
12,91.0053162503534,0,89.6,96.2255530357361,True,319,6,8,1,0.003315127738279
12,91.0053162503534,0,89.6,95.7979688644409,True,316,6,8,1,0.003298608558676
13,91.0024122233249,0,89.6,97.2483079433441,True,322,7,8,1,0.003311111594739
13,91.1558792191493,0,89.6,96.4268987178803,True,376,6,9,1,0.003899326899438
14,90.7279941915152,0,89.6,95.1166427135468,True,374,6,9,1,0.003932014307174
14,90.7279941915152,0,89.6,95.2582197189331,True,360,6,9,1,0.003779201428099
15,90.9319194708639,0,89.6,94.3887116909027,True,399,7,10,1,0.004227200401957
15,90.7117289952246,90.7117289952246,89.6,92.7464983463287,False,441,6,11,1,0.004754896495965
16,91.1850954180494,91.1850954180494,89.6,92.9154963493347,False,402,6,10,1,0.004326511893007
16,91.1850954180494,91.1850954180494,89.6,92.9642269611359,False,399,6,10,1,0.004291973515434
17,91.2719293941642,91.2719293941642,89.6,92.3044791221619,False,435,6,11,1,0.004712664045526
17,91.2719293941642,91.2719293941642,89.6,92.3914380073547,False,446,6,11,1,0.004827287134166
18,91.1850954180494,91.1850954180494,89.6,93.9795353412628,False,390,6,10,1,0.004149839628211
18,91.1850954180494,91.1850954180494,89.6,94.0557022094727,False,399,6,10,1,0.004242167041732
19,91.1266865678318,90.8625422775096,89.6,94.4954845905304,True,436,7,11,1,0.004613977079321
19,91.1266865678318,90.8625422775096,89.6,94.688835144043,True,429,7,11,1,0.004530629185029
20,90.8625422775096,90.8625422775096,89.6,94.0001223087311,False,432,7,11,1,0.004595738701075
20,90.8625422775096,90.8625422775096,89.6,93.7310438156128,False,446,7,11,1,0.004758295457345
30,90.9761227120029,90.9761227120029,89.6,92.4685900211334,False,569,7,15,1,0.00615344085889
30,90.9761227120029,90.9761227120029,89.6,92.6999940872192,False,576,8,15,1,0.006213592629338
40,90.7615257395639,90.7615257395639,89.6,93.6108293533325,False,655,9,17,1,0.006997053701209
40,90.7615257395639,90.7615257395639,89.6,93.5615677833557,False,648,9,17,1,0.006925920710312
50,91.2104334300142,91.2104334300142,89.6,92.2373416423798,False,776,8,21,1,0.00841307854479
50,91.2104334300142,91.2104334300142,89.6,91.9759078025818,False,785,8,22,1,0.008534843729783
60,90.6942069049649,90.6942069049649,89.6,93.9302670955658,False,852,9,23,1,0.009070558685127
60,90.9457541128908,90.9457541128908,89.6,92.0591676235199,False,851,8,24,1,0.009244054904778
70,91.0633517713431,91.0633517713431,89.6,92.323046207428,False,968,8,27,1,0.010484922668443
70,91.0633517713431,91.0633517713431,89.6,92.4729378223419,False,979,8,27,1,0.01058688112495
80,90.794181303603,90.794181303603,89.6,92.7311930656433,False,941,9,27,1,0.01014761019341
80,91.0633517713431,91.0633517713431,89.6,92.4359791278839,False,984,8,27,1,0.010645205571292
90,91.0053162503534,91.0053162503534,89.6,92.3175020217895,False,992,8,30,1,0.010745524719309
90,90.7615257395639,90.7615257395639,89.6,93.2082540988922,False,974,9,30,1,0.010449718315361
100,91.0053162503534,91.0053162503534,89.6,92.2829945087433,False,995,8,31,1,0.010782051506854
100,90.7615257395639,90.7615257395639,89.6,93.2398943901062,False,981,9,30,1,0.010521247438308
