Percentage,MV,Augmented_MV,Budget,Exec_Time
1,60.47035294117646,0.0,54.408843994140625,64.66603302955627
2,60.47035294117646,0.0,56.876097679138184,64.57833957672119
3,60.47035294117646,0.0,59.34335136413574,64.56401920318604
4,60.47035294117646,60.47035294117646,61.8106050491333,64.4761369228363
5,60.47035294117646,60.47035294117646,64.27785873413086,64.4598503112793
6,60.47035294117646,60.47035294117646,66.74511241912842,64.60935950279236
7,60.47035294117646,60.47035294117646,69.21236610412598,64.53540897369385
8,60.47035294117646,60.47035294117646,71.67961978912354,64.76212692260742
9,60.47035294117646,60.47035294117646,74.1468734741211,64.66050219535828
10,60.47035294117646,60.47035294117646,76.61412715911865,64.77467346191406
