Unit,MV,Augmented_MV,Budget,Exec_Time,OverBudget,RC_TIME,RC_NUM,RC_by_budget,SUCCESS,overhead_pctg
1,4.48085703529069,4.48085703529069,62.4834,60.5543403625488,False,18,1,1,1,0.000297253671533
1,4.48085703529069,4.48085703529069,62.4834,60.3859148025513,False,36,1,1,1,0.00059616551505
2,4.48085703529069,4.48085703529069,62.4834,60.4255151748657,False,70,1,2,1,0.001158451025158
2,4.48085703529069,4.48085703529069,62.4834,60.4114689826965,False,51,1,2,1,0.000844210559002
3,4.48085703529069,4.48085703529069,62.4834,60.5299248695374,False,18,1,1,1,0.000297373572473
3,4.48085703529069,4.48085703529069,62.4834,60.5758333206177,False,37,1,1,1,0.000610804638942
4,4.48085703529069,4.48085703529069,62.4834,60.8506066799164,False,74,1,2,1,0.001216093052108
4,4.48085703529069,4.48085703529069,62.4834,60.5571887493134,False,93,1,3,1,0.001535738397385
5,4.48085703529069,4.48085703529069,62.4834,60.5564606189728,False,88,1,3,1,0.001453189289805
5,4.48085703529069,4.48085703529069,62.4834,60.681628704071,False,87,1,3,1,0.001433712341906
6,4.48085703529069,4.48085703529069,62.4834,60.5918188095093,False,94,1,3,1,0.001551364554603
6,4.48085703529069,4.48085703529069,62.4834,60.5794169902802,False,87,1,3,1,0.001436131351577
7,4.48085703529069,4.48085703529069,62.4834,60.7689297199249,False,93,1,3,1,0.001530387328337
7,4.48085703529069,4.48085703529069,62.4834,60.4965999126434,False,119,1,4,1,0.001967052696711
8,4.48085703529069,4.48085703529069,62.4834,60.6220636367798,False,120,1,4,1,0.001979477319
8,4.48085703529069,4.48085703529069,62.4834,60.6781198978424,False,141,1,4,1,0.002323737126948
9,4.48085703529069,4.48085703529069,62.4834,60.6778929233551,False,114,1,3,1,0.001878773215543
9,4.48085703529069,4.48085703529069,62.4834,60.5719540119171,False,105,1,3,1,0.001733475528614
10,4.48085703529069,4.48085703529069,62.4834,60.5599300861359,False,140,1,4,1,0.002311759604096
10,4.48085703529069,4.48085703529069,62.4834,60.6227252483368,False,121,1,4,1,0.001995951180095
20,4.48085703529069,4.48085703529069,62.4834,60.6181282997131,False,197,1,6,1,0.003249852899218
20,4.48085703529069,4.48085703529069,62.4834,60.6649272441864,False,197,1,6,1,0.003247345854501
30,4.48085703529069,4.48085703529069,62.4834,60.6673877239227,False,224,1,7,1,0.003692263807688
30,4.48085703529069,4.48085703529069,62.4834,60.6990430355072,False,262,1,7,1,0.004316377769691
40,4.48085703529069,4.48085703529069,62.4834,60.8234112262726,False,281,1,8,1,0.004619931607496
40,4.48085703529069,4.48085703529069,62.4834,60.9638040065765,False,230,1,7,1,0.003772730454536
50,4.48085703529069,4.48085703529069,62.4834,60.7872140407562,False,294,1,9,1,0.004836543418537
50,4.48085703529069,4.48085703529069,62.4834,60.8883557319641,False,264,1,8,1,0.004335804388645
60,4.48085703529069,4.48085703529069,62.4834,60.7354650497437,False,236,1,10,1,0.003885703349875
60,4.48085703529069,4.48085703529069,62.4834,60.8855037689209,False,228,1,9,1,0.003744733736052
70,4.48085703529069,4.48085703529069,62.4834,60.934511423111,False,268,1,10,1,0.004398164418503
70,4.48085703529069,4.48085703529069,62.4834,60.8009872436523,False,281,1,10,1,0.004621635482232
80,4.48085703529069,4.48085703529069,62.4834,60.8444633483887,False,282,1,10,1,0.00463476846505
80,4.48085703529069,4.48085703529069,62.4834,60.7395870685577,False,277,1,10,1,0.004560452472081
90,4.48085703529069,4.48085703529069,62.4834,60.8556392192841,False,294,1,12,1,0.004831105280821
90,4.48085703529069,4.48085703529069,62.4834,60.8103682994843,False,288,1,12,1,0.004736034463426
100,4.48085703529069,4.48085703529069,62.4834,61.0775713920593,False,275,1,12,1,0.004502471099166
100,4.48085703529069,4.48085703529069,62.4834,60.7644188404083,False,314,1,13,1,0.005167497788874
11,4.13070679165311,4.13070679165311,62.4834,60.3863320350647,False,124,1,4,1,0.00205344480814
11,4.13070679165311,4.13070679165311,62.4834,60.2342958450317,False,140,1,4,1,0.002324257269649
12,4.13070679165311,4.13070679165311,62.4834,60.2531485557556,False,173,1,5,1,0.002871219249894
12,4.13070679165311,4.13070679165311,62.4834,60.2115757465363,False,171,1,5,1,0.002839985465915
13,4.13070679165311,4.13070679165311,62.4834,60.425098657608,False,172,1,5,1,0.002846499282932
13,4.13070679165311,4.13070679165311,62.4834,60.177280664444,False,151,1,5,1,0.002509252633764
14,4.13070679165311,4.13070679165311,62.4834,60.1319923400879,False,153,1,5,1,0.002544402639026
14,4.13070679165311,4.13070679165311,62.4834,60.2240991592407,False,174,1,5,1,0.002889208845448
15,4.13070679165311,4.13070679165311,62.4834,60.3098301887512,False,176,1,5,1,0.002918263895772
15,4.13070679165311,4.13070679165311,62.4834,60.2996532917023,False,171,1,5,1,0.002835837200801
16,4.13070679165311,4.13070679165311,62.4834,60.3763115406036,False,173,1,5,1,0.002865362185692
16,4.13070679165311,4.13070679165311,62.4834,60.2127647399902,False,198,1,6,1,0.003288339289103
17,4.13070679165311,4.13070679165311,62.4834,60.3178951740265,False,174,1,5,1,0.002884716044848
17,4.13070679165311,4.13070679165311,62.4834,60.3421733379364,False,173,1,5,1,0.002866983246214
18,4.13070679165311,4.13070679165311,62.4834,60.237272977829,False,170,1,5,1,0.002822172910493
18,4.13070679165311,4.13070679165311,62.4834,60.4324328899384,False,169,1,5,1,0.002796511606736
19,4.13070679165311,4.13070679165311,62.4834,60.2790222167969,False,205,1,6,1,0.003400851448166
19,4.13070679165311,4.13070679165311,62.4834,60.3801031112671,False,187,1,6,1,0.003097046715131
20,4.13070679165311,4.13070679165311,62.4834,60.1862323284149,False,185,1,6,1,0.003073792673888
20,4.13070679165311,4.13070679165311,62.4834,60.2773835659027,False,185,1,6,1,0.003069144495924
