layer,5,particle,40,64.20411217
layer,4,particle,40,93.98045335
layer,3,particle,40,96.61193478
layer,2,particle,40,96.93748731
layer,1,particle,40,95.00257494
layer,5,particle,39,67.0362703
layer,4,particle,39,93.25600213
layer,3,particle,39,96.28599719
layer,2,particle,39,96.59133805
layer,1,particle,39,86.33226107
layer,5,particle,38,65.23313172
layer,4,particle,38,94.92349111
layer,3,particle,38,95.38630374
layer,2,particle,38,95.53949241
layer,1,particle,38,96.97359246
layer,5,particle,37,72.13544452
layer,4,particle,37,96.46029107
layer,3,particle,37,96.27149182
layer,2,particle,37,96.75586974
layer,1,particle,37,97.1998138
layer,5,particle,36,71.9878846
layer,4,particle,36,96.22585886
layer,3,particle,36,95.77130551
layer,2,particle,36,97.33309309
layer,1,particle,36,97.05019565
layer,5,particle,35,74.02214263
layer,4,particle,35,94.30311842
layer,3,particle,35,96.81968034
layer,2,particle,35,97.26066174
layer,1,particle,35,96.76390397
layer,5,particle,34,71.91767704
layer,4,particle,34,95.26219691
layer,3,particle,34,96.26406874
layer,2,particle,34,97.5801782
layer,1,particle,34,97.20167715
layer,5,particle,33,70.51267238
layer,4,particle,33,96.88787615
layer,3,particle,33,95.20535659
layer,2,particle,33,96.01225802
layer,1,particle,33,89.28633594
layer,5,particle,32,65.6689385
layer,4,particle,32,95.94096996
layer,3,particle,32,96.20703612
layer,2,particle,32,97.26892493
layer,1,particle,32,96.9616497
layer,5,particle,31,70.70565132
layer,4,particle,31,95.39280689
layer,3,particle,31,97.56838931
layer,2,particle,31,97.18828289
layer,1,particle,31,96.85681213
layer,5,particle,30,73.82348706
layer,4,particle,30,95.06689309
layer,3,particle,30,96.90054269
layer,2,particle,30,97.62433706
layer,1,particle,30,97.40527002
layer,5,particle,29,71.67258577
layer,4,particle,29,96.88481031
layer,3,particle,29,96.818595
layer,2,particle,29,97.16579867
layer,1,particle,29,97.31721183
layer,5,particle,28,68.35869136
layer,4,particle,28,95.73509496
layer,3,particle,28,96.51741154
layer,2,particle,28,96.40539445
layer,1,particle,28,96.2861383
layer,5,particle,27,71.21875016
layer,4,particle,27,96.54647607
layer,3,particle,27,96.97264196
layer,2,particle,27,96.81594878
layer,1,particle,27,97.77811086
layer,5,particle,26,71.08744782
layer,4,particle,26,95.73629169
layer,3,particle,26,96.49413547
layer,2,particle,26,97.72945356
layer,1,particle,26,97.63527926
layer,5,particle,25,69.26686664
layer,4,particle,25,96.76591878
layer,3,particle,25,96.56743558
layer,2,particle,25,97.79594386
layer,1,particle,25,97.52000865
layer,5,particle,24,69.89349193
layer,4,particle,24,95.16546023
layer,3,particle,24,97.21856793
layer,2,particle,24,98.16967359
layer,1,particle,24,97.57253573
layer,5,particle,23,69.0077844
layer,4,particle,23,96.22469407
layer,3,particle,23,97.52833093
layer,2,particle,23,97.43797723
