layer,1,particle,1,301.033
layer,2,particle,1,245.033
layer,3,particle,1,188.5
layer,4,particle,1,133.233
layer,5,particle,1,79
layer,1,particle,2,293.533
layer,2,particle,2,239.733
layer,3,particle,2,186.433
layer,4,particle,2,131
layer,1,particle,3,290.467
layer,2,particle,3,235.267
layer,3,particle,3,180.833
layer,4,particle,3,129.467
layer,1,particle,4,282.6
layer,2,particle,4,230.8
layer,3,particle,4,178
layer,4,particle,4,125.367
layer,1,particle,5,274.767
layer,2,particle,5,224.8
layer,3,particle,5,172.833
layer,4,particle,5,123.567
layer,1,particle,6,267.533
layer,2,particle,6,218.033
layer,3,particle,6,169.1
layer,4,particle,6,120
layer,1,particle,7,260.633
layer,2,particle,7,212.367
layer,3,particle,7,165.3
layer,4,particle,7,117.233
layer,1,particle,8,253.4
layer,2,particle,8,206.167
layer,3,particle,8,161.167
layer,4,particle,8,114.333
layer,1,particle,9,247.8
layer,2,particle,9,202.433
layer,3,particle,9,155.933
layer,4,particle,9,111.333
layer,1,particle,10,239.467
layer,2,particle,10,195.8
layer,3,particle,10,151.233
layer,4,particle,10,108.6
layer,1,particle,11,233.1
layer,2,particle,11,187.533
layer,3,particle,11,148.733
layer,1,particle,12,227.1
layer,2,particle,12,184.8
layer,3,particle,12,144.267
layer,1,particle,13,216.133
layer,2,particle,13,177.5
layer,3,particle,13,139.667
layer,1,particle,14,210.033
layer,2,particle,14,173.6
layer,3,particle,14,133.867
layer,1,particle,15,203.167
layer,2,particle,15,167.367
layer,3,particle,15,130.567
layer,1,particle,16,199.4
layer,2,particle,16,161.167
layer,3,particle,16,127.433
layer,1,particle,17,191
layer,2,particle,17,158.233
layer,3,particle,17,122.767
layer,1,particle,18,183.333
layer,2,particle,18,150.2
layer,3,particle,18,120.233
layer,1,particle,19,178.733
layer,2,particle,19,146.4
layer,3,particle,19,114.667
layer,1,particle,20,169.2
layer,2,particle,20,139.133
layer,3,particle,20,109.567
layer,1,particle,21,162.533
layer,2,particle,21,134.2
layer,1,particle,22,155.433
layer,2,particle,22,128.9
layer,1,particle,23,147.667
layer,2,particle,23,122.3
layer,1,particle,24,142.133
layer,2,particle,24,116.867
layer,1,particle,25,134.1
layer,2,particle,25,111.433
layer,1,particle,26,126.767
layer,2,particle,26,105.967
layer,1,particle,27,119.867
layer,2,particle,27,101.467
layer,1,particle,28,113.933
layer,2,particle,28,95.3
layer,1,particle,29,106.967
layer,2,particle,29,88.7
layer,1,particle,30,98.8333
layer,2,particle,30,83.5667
layer,1,particle,31,91.2
layer,2,particle,31,77.5333
layer,1,particle,32,84.5333
layer,2,particle,32,72.4
layer,1,particle,33,78.0333
layer,2,particle,33,66.3
layer,1,particle,34,70.2667
layer,2,particle,34,60.4
layer,1,particle,35,63.6
layer,2,particle,35,54.8333
layer,1,particle,36,56.9667
layer,2,particle,36,50.3667
layer,1,particle,37,50.5333
layer,2,particle,37,45.3
layer,1,particle,38,42.6333
layer,2,particle,38,38.2667
layer,1,particle,39,35.2333
layer,2,particle,39,32.3333
layer,1,particle,40,27.8667
layer,2,particle,40,26.9
