s,1,f,1,GPS,0,comm,0,info,1,q,1,3338
s,2,f,1,GPS,0,comm,0,info,1,q,1,2978
s,3,f,1,GPS,0,comm,0,info,1,q,1,2508
s,4,f,1,GPS,0,comm,0,info,1,q,1,2434
s,5,f,1,GPS,0,comm,0,info,1,q,1,2270
s,6,f,1,GPS,0,comm,0,info,1,q,1,2242
s,1,f,1,GPS,0,comm,0,info,1,q,2,3393
s,2,f,1,GPS,0,comm,0,info,1,q,2,2896
s,3,f,1,GPS,0,comm,0,info,1,q,2,2393
s,4,f,1,GPS,0,comm,0,info,1,q,2,2293
s,5,f,1,GPS,0,comm,0,info,1,q,2,2390
s,6,f,1,GPS,0,comm,0,info,1,q,2,2302
s,1,f,4,comm,0,info,1,q,1,3160
s,2,f,4,comm,0,info,1,q,1,2772
s,3,f,4,comm,0,info,1,q,1,2224
s,4,f,4,comm,0,info,1,q,1,2186
s,5,f,4,comm,0,info,1,q,1,2140
s,6,f,4,comm,0,info,1,q,1,2054
s,1,f,4,comm,0,info,1,q,2,3294
s,2,f,4,comm,0,info,1,q,2,2745
s,3,f,4,comm,0,info,1,q,2,2326
s,4,f,4,comm,0,info,1,q,2,2228
s,5,f,4,comm,0,info,1,q,2,2027
s,6,f,4,comm,0,info,1,q,2,1996
s,1,f,2,GPS,0,comm,0,info,1,q,3,2765.5664399999996
s,2,f,2,GPS,0,comm,0,info,1,q,3,2293.5991599999998
s,3,f,2,GPS,0,comm,0,info,1,q,3,2078.8568999999998
s,4,f,2,GPS,0,comm,0,info,1,q,3,1685.0606399999997
s,5,f,2,GPS,0,comm,0,info,1,q,3,1693.26861
s,6,f,2,GPS,0,comm,0,info,1,q,3,1666.459965
s,1,f,2,GPS,0,comm,0,info,1,q,4,2629.6085249999996
s,2,f,2,GPS,0,comm,0,info,1,q,4,2277.8254612500004
s,3,f,2,GPS,0,comm,0,info,1,q,4,1878.71564625
s,4,f,2,GPS,0,comm,0,info,1,q,4,1637.8677478124998
s,5,f,2,GPS,0,comm,0,info,1,q,4,1700.0395415625
s,6,f,2,GPS,0,comm,0,info,1,q,4,1732.767208125
s,1,f,2,GPS,0,comm,0,info,1,q,5,2967.6676858593746
s,2,f,2,GPS,0,comm,0,info,1,q,5,2719.189790332031
s,3,f,2,GPS,0,comm,0,info,1,q,5,2291.624912636719
s,4,f,2,GPS,0,comm,0,info,1,q,5,2187.7709675097653
s,5,f,2,GPS,0,comm,0,info,1,q,5,2154.9775067138676
s,6,f,2,GPS,0,comm,0,info,1,q,5,1958.8322563769532
s,1,f,3,GPS,0,comm,0,info,1,q,3,2711.730812109375
s,2,f,3,GPS,0,comm,0,info,1,q,3,2261.4778933044436
s,3,f,3,GPS,0,comm,0,info,1,q,3,1844.1763337493894
s,4,f,3,GPS,0,comm,0,info,1,q,3,1847.392970007019
s,5,f,3,GPS,0,comm,0,info,1,q,3,1688.6348893240356
s,6,f,3,GPS,0,comm,0,info,1,q,3,1583.9033226814267
s,1,f,3,GPS,0,comm,0,info,1,q,4,2611.7679484721375
s,2,f,3,GPS,0,comm,0,info,1,q,4,2391.422836883297
s,3,f,3,GPS,0,comm,0,info,1,q,4,2246.238049785347
s,4,f,3,GPS,0,comm,0,info,1,q,4,2122.0804147539138
s,5,f,3,GPS,0,comm,0,info,1,q,4,2065.3683459923361
s,6,f,3,GPS,0,comm,0,info,1,q,4,1975.0823525823068
s,1,f,3,GPS,0,comm,0,info,1,q,5,2635.566902939111
s,2,f,3,GPS,0,comm,0,info,1,q,5,2425.006048566204
s,3,f,3,GPS,0,comm,0,info,1,q,5,2270.274661953261
s,4,f,3,GPS,0,comm,0,info,1,q,5,2017.7636575059753
s,5,f,3,GPS,0,comm,0,info,1,q,5,1859.7390016245213
s,6,f,3,GPS,0,comm,0,info,1,q,5,1779.3082311053256
s,1,f,6,comm,0,info,1,q,3,2993.74251
s,2,f,6,comm,0,info,1,q,3,2570.010974999999
s,3,f,6,comm,0,info,1,q,3,2070.964275
s,4,f,6,comm,0,info,1,q,3,2029.813365
s,5,f,6,comm,0,info,1,q,3,1922.470875
s,6,f,6,comm,0,info,1,q,3,1783.6549368750002
s,1,f,6,comm,0,info,1,q,4,2914.5543878124995
s,2,f,6,comm,0,info,1,q,4,2455.4928290625
s,3,f,6,comm,0,info,1,q,4,2157.1942021875
s,4,f,6,comm,0,info,1,q,4,2165.794571015625
s,5,f,6,comm,0,info,1,q,4,1792.9027907812497
s,6,f,6,comm,0,info,1,q,4,1871.7215477343748
s,1,f,6,comm,0,info,1,q,5,3068.708162343749
s,2,f,6,comm,0,info,1,q,5,2348.871342832031
s,3,f,6,comm,0,info,1,q,5,2163.526333007813
s,4,f,6,comm,0,info,1,q,5,1995.6125066088869
s,5,f,6,comm,0,info,1,q,5,1704.447190854492
s,6,f,6,comm,0,info,1,q,5,1936.2147375915526
