particle,966,layer,2,59.4680309296,59.4117736666,0.000946008504691
particle,2266,layer,3,137.318253517,137.138131168,0.00131171453423
particle,2700,layer,1,79.7122120857,80.6953767649,0.012333927933
particle,2266,layer,5,202.520012856,202.746844696,0.00112004654162
particle,100,layer,3,30.6767821312,30.8000027205,0.00401673776507
particle,533,layer,3,52.0979762077,52.2350101735,0.00263031264845
particle,966,layer,3,73.2834935188,73.2357232835,0.000651855323141
particle,2266,layer,2,104.298770428,104.520695385,0.00212778114792
particle,100,layer,5,33.5252285004,33.7830377332,0.00769000672975
particle,4000,layer,4,282.891273499,281.597285622,0.00457415268086
particle,2266,layer,4,170.119464397,170.417062837,0.00174934973576
particle,100,layer,2,29.5215249062,29.4954061956,0.000884734468383
particle,1399,layer,3,95.1882004738,94.4333701398,0.00792987292832
particle,2266,layer,1,71.2307095528,71.035898493,0.00273493077617
particle,100,layer,4,32.4070453644,32.7660951319,0.0110793737432
particle,4000,layer,5,338.399469852,338.99468672,0.00175891785115
particle,533,layer,1,36.4372730255,36.2391029218,0.0054386645111
particle,3133,layer,3,179.528713226,179.673957732,0.000809032178156
particle,1399,layer,5,135.119259357,134.974464428,0.00107160836622
particle,966,layer,4,87.1632099152,87.7211687868,0.00640131165579
particle,3133,layer,5,270.10178566,270.350290499,0.000920041453081
particle,1399,layer,2,74.3654966354,74.3497439769,0.000211827516482
particle,966,layer,5,101.167500019,101.25746448,0.000889262470417
particle,100,layer,1,27.7827382088,27.3234485608,0.0165314752127
particle,3133,layer,2,134.390294552,134.52271233,0.000985322474506
particle,1399,layer,4,113.463997841,115.178492189,0.0151104701111
particle,533,layer,2,44.1627502441,44.6707371026,0.0115026092276
particle,3133,layer,4,225.347280502,225.486699021,0.000618682942986
particle,1399,layer,1,54.4309616089,53.3987567043,0.0189635618064
particle,4000,layer,1,105.098009109,107.013263559,0.0182235083864
particle,3133,layer,1,88.8759493828,88.5041058174,0.00418384915136
particle,1833,layer,3,116.03975296,116.394016054,0.00305294594915
particle,533,layer,5,68.5024857521,67.7373982781,0.0111687549088
particle,2700,layer,3,158.411979675,159.345875588,0.00589536166669
particle,1833,layer,5,167.617499828,169.48337649,0.0111317533294
particle,4000,layer,2,166.129767895,165.565679691,0.00339546735558
particle,2700,layer,5,236.020982265,237.502855263,0.00627856465907
particle,1833,layer,2,90.5405282974,90.0362568171,0.00556956635617
particle,533,layer,4,60.2687597275,60.4607791308,0.00318605201463
particle,966,layer,1,45.0074672699,44.7204629399,0.0063768158363
particle,2700,layer,2,120.445251465,120.454306731,7.51815953565e-05
particle,1833,layer,4,144.027233124,143.413271177,0.00426281845358
particle,4000,layer,3,222.292482853,223.250734713,0.00431077042325
particle,2700,layer,4,200.718998909,198.89894033,0.0090676945807
particle,1833,layer,1,62.438249588,62.8111364707,0.00597209058737
