Unit,MV,Augmented_MV,Budget,Exec_Time,OverBudget,RC_TIME,RC_NUM,RC_by_budget,SUCCESS,overhead_pctg
1,28.99,28.99,26.805042362213136,25.279582977294922,False,14.0,1,1.0,1,0.0005538066040319662
1,28.99,28.99,26.805042362213136,25.256473064422607,False,33.0,1,1.0,1,0.0013065957355100886
2,28.99,28.99,26.805042362213136,25.244192123413086,False,33.0,1,1.0,1,0.0013072313757822212
2,28.99,28.99,26.805042362213136,25.32570195198059,False,32.0,1,1.0,1,0.001263538521485974
3,28.810000000000002,28.810000000000002,26.805042362213136,25.46048140525818,False,66.0,2,2.0,1,0.002592252634562105
3,28.810000000000002,28.810000000000002,26.805042362213136,25.4657461643219,False,67.0,2,2.0,1,0.002630985150314133
4,28.99,28.99,26.805042362213136,25.462707996368408,False,64.0,2,2.0,1,0.0025134797135138937
4,28.99,28.99,26.805042362213136,25.488359689712524,False,67.0,2,2.0,1,0.0026286509142070128
5,28.99,28.99,26.805042362213136,25.54150915145874,False,67.0,2,2.0,1,0.0026231809405895447
5,28.99,28.99,26.805042362213136,25.470091342926025,False,67.0,2,2.0,1,0.0026305363062079615
6,29.020000000000003,29.020000000000003,26.805042362213136,25.561654090881348,False,97.0,3,3.0,1,0.003794746601887668
6,29.020000000000003,29.020000000000003,26.805042362213136,25.5916965007782,False,96.0,3,3.0,1,0.003751216727546015
7,29.020000000000003,29.020000000000003,26.805042362213136,25.563700914382935,False,94.0,3,3.0,1,0.0036770888657640596
7,29.020000000000003,29.020000000000003,26.805042362213136,25.531683206558228,False,96.0,3,3.0,1,0.003760034120090478
8,29.020000000000003,29.020000000000003,26.805042362213136,25.560532331466675,False,103.0,3,3.0,1,0.004029650034839075
8,29.020000000000003,29.020000000000003,26.805042362213136,25.626238107681274,False,98.0,3,3.0,1,0.0038242054720714247
9,29.020000000000003,29.020000000000003,26.805042362213136,25.596171140670776,False,93.0,3,3.0,1,0.0036333559222155925
9,29.020000000000003,29.020000000000003,26.805042362213136,25.59758687019348,False,101.0,3,3.0,1,0.003945684431590195
10,29.020000000000003,29.020000000000003,26.805042362213136,25.687103986740112,False,102.0,3,3.0,1,0.003970864136831198
10,29.160000000000004,29.160000000000004,26.805042362213136,25.657830953598022,False,98.0,3,3.0,1,0.0038194966744161734
