Percentage,MV,Augmented_MV,Budget,Exec_Time
1,0.0,0.0,25.84497265815735,0.01604938507080078
2,28.99,28.99,26.805042362213136,25.175456762313843
3,28.98,28.98,27.76511206626892,25.72862935066223
4,29.12,29.12,28.725181770324706,26.311290502548218
5,29.12,29.12,29.685251474380493,26.284319639205933
6,29.12,29.12,30.64532117843628,26.370874881744385
7,29.080000000000002,29.080000000000002,31.605390882492067,26.877164363861084
8,29.080000000000002,29.080000000000002,32.56546058654785,26.901376247406006
9,29.080000000000002,29.080000000000002,33.52553029060364,26.901557445526123
10,29.21,29.21,34.485599994659424,27.352348804473877
